description,alertlevel,alertscore,episodealertlevel,episodealertscore,fromdate,todate,severity,severitytext,source,iso3,GDACS ID,Exposed countries,Exposed population,Maximum wind speed (km/h),Maximum storm surge (m),Vulnerability,longitude,latitude,Category
Green Tropical Cyclone PILAR-17 in Mexico from: 23 Sep 2017  to: 25 Sep 2017 .,Green,1.0,Green,1.0,2017-09-23 21:00:00,2017-09-25 18:00:00,92.592,Tropical Depression (maximum wind speed of 74 km/h),JTWC,MEX,n.a,Mexico,0.0,93.0,-1.0,Medium,-107.0,23.5,-1.0
Green Tropical Cyclone TWENTYTWO-17 off-shore from: 23 Sep 2017  to: 25 Sep 2017 .,Green,1.0,Green,1.0,2017-09-23 18:00:00,2017-09-25 06:00:00,64.8144,Tropical Depression (maximum wind speed of 56 km/h),JTWC,-1,n.a,Off-shore,0.0,65.0,-1.0,-1,106.9,21.1,-1.0
"Green Tropical Cyclone PHILIPPE-17 in Bahamas, United States, Cuba from: 28 Oct 2017  to: 29 Oct 2017 .",Green,1.0,Green,1.0,2017-10-28 15:00:00,2017-10-29 21:00:00,101.8512,Tropical Storm (maximum wind speed of 93 km/h),NOAA,BHS,n.a,"Bahamas, United States, Cuba",0.0,102.0,-1.0,Low,-75.0,31.0,-1.0
Green Tropical Cyclone SAOLA-17 in Japan from: 19 Oct 2017  to: 29 Oct 2017 .,Green,1.0,Green,1.0,2017-10-19 18:00:00,2017-10-29 12:00:00,175.9248,Tropical Storm (maximum wind speed of 139 km/h),JTWC,JPN,n.a,Japan,0.0,176.0,0.6,Low,140.4,34.4,2.0
"Green Tropical Cyclone SELMA-17 in El Salvador, Honduras from: 27 Oct 2017  to: 28 Oct 2017 .",Green,1.0,Green,1.0,2017-10-27 09:00:00,2017-10-28 18:00:00,83.3328,Tropical Depression (maximum wind speed of 65 km/h),JTWC,SLV,n.a,"El Salvador, Honduras",0.0,83.0,-1.0,High,-88.9,14.1,-1.0
"Orange Tropical Cyclone OCKHI-17 in India, Maldives, Sri Lanka from: 29 Nov 2017  to: 05 Dec 2017 .",Orange,2.0,Orange,2.0,2017-11-29 18:00:00,2017-12-05 06:00:00,175.9248,Tropical Storm (maximum wind speed of 185 km/h),JTWC,IND,n.a,"India, Maldives, Sri Lanka",0.0,176.0,0.7,High,70.6,18.2,2.0
"Green Tropical Cyclone DAHLIA-17 in Indonesia, Christmas Island from: 30 Nov 2017  to: 03 Dec 2017 .",Green,1.0,Green,1.0,2017-11-30 00:00:00,2017-12-03 18:00:00,129.6288,Tropical Storm (maximum wind speed of 102 km/h),JTWC,IDN,n.a,"Indonesia, Christmas Island",0.0,130.0,0.2,-1,112.0,-15.9,1.0
Green Tropical Cyclone HILDA-17 in Australia from: 27 Dec 2017  to: 28 Dec 2017 .,Green,1.0,Green,1.0,2017-12-27 18:00:00,2017-12-28 00:00:00,74.0736,Tropical Storm (maximum wind speed of 74 km/h),JTWC,AUS,n.a,Australia,0.0,74.0,-1.0,Low,121.7,-19.4,-1.0
"Orange Tropical Cyclone TEMBIN-17 in Viet Nam, Cambodia, Malaysia, Brunei Darussalam, Philippines from: 20 Dec 2017  to: 26 Dec 2017 .",Orange,2.0,Green,1.0,2017-12-20 18:00:00,2017-12-26 06:00:00,148.1472,Tropical Depression (maximum wind speed of 148 km/h),JTWC,VNM,n.a,"Viet Nam, Cambodia, Malaysia, Brunei Darussalam, Philippines",0.0,148.0,1.0,High,104.4,8.4,1.0
Green Tropical Cyclone CEBILE-18 off-shore from: 27 Jan 2018  to: 08 Feb 2018 .,Green,1.0,Green,1.0,2018-01-27 00:00:00,2018-02-08 12:00:00,240.7392,Tropical Storm (maximum wind speed of 222 km/h),JTWC,-1,n.a,Off-shore,0.0,241.0,-1.0,-1,77.2,-26.2,4.0
"Green Tropical Cyclone FEHI-18 in Norfolk Island, New Caledonia from: 28 Jan 2018  to: 30 Jan 2018 .",Green,1.0,Green,1.0,2018-01-28 00:00:00,2018-01-30 12:00:00,92.592,Tropical Storm (maximum wind speed of 93 km/h),JTWC,NFK,n.a,"Norfolk Island, New Caledonia",0.0,93.0,-1.0,Medium,163.8,-28.1,-1.0
Green Tropical Cyclone IRIS-18 in Australia from: 24 Mar 2018  to: 06 Apr 2018 .,Green,1.0,Green,1.0,2018-03-24 18:00:00,2018-04-06 18:00:00,120.3696,Tropical Depression (maximum wind speed of 102 km/h),JTWC,AUS,n.a,Australia,0.0,120.0,0.6,Low,153.1,-18.3,1.0
Green Tropical Cyclone JOSIE-18 in Fiji from: 31 Mar 2018  to: 03 Apr 2018 .,Green,1.0,Green,1.0,2018-03-31 12:00:00,2018-04-03 06:00:00,129.6288,Tropical Storm (maximum wind speed of 83 km/h),JTWC,FJI,n.a,Fiji,0.0,130.0,0.2,Medium,-179.6,-22.8,1.0
Green Tropical Cyclone JELAWAT-18 off-shore from: 24 Mar 2018  to: 01 Apr 2018 .,Green,1.0,Green,1.0,2018-03-24 18:00:00,2018-04-01 06:00:00,240.7392,Tropical Storm (maximum wind speed of 241 km/h),JTWC,-1,n.a,Off-shore,0.0,241.0,-1.0,-1,146.0,19.8,4.0
Green Tropical Cyclone NORA-18 in Australia from: 22 Mar 2018  to: 25 Mar 2018 .,Green,1.0,Green,1.0,2018-03-22 06:00:00,2018-03-25 00:00:00,240.7392,Tropical Storm (maximum wind speed of 176 km/h),JTWC,AUS,n.a,Australia,0.0,241.0,1.2,Low,142.1,-16.8,4.0
Green Tropical Cyclone MARCUS-18 in Australia from: 15 Mar 2018  to: 24 Mar 2018 .,Green,1.0,Green,1.0,2018-03-15 18:00:00,2018-03-24 06:00:00,259.2576,Tropical Storm (maximum wind speed of 259 km/h),JTWC,AUS,n.a,Australia,0.0,259.0,0.9,Low,107.6,-26.9,5.0
Green Tropical Cyclone FLAMBOYAN-18 off-shore from: 28 Apr 2018  to: 02 May 2018 .,Green,1.0,Green,1.0,2018-04-28 06:00:00,2018-05-02 00:00:00,129.6288,Tropical Storm (maximum wind speed of 130 km/h),JTWC,-1,n.a,Off-shore,0.0,130.0,-1.0,-1,84.4,-18.7,1.0
"Green Tropical Cyclone FAKIR-18 in Mauritius, Miscellaneous (French) Indian Ocean Islands from: 23 Apr 2018  to: 25 Apr 2018 .",Green,1.0,Green,1.0,2018-04-23 12:00:00,2018-04-25 00:00:00,120.3696,Tropical Storm (maximum wind speed of 120 km/h),JTWC,MUS,n.a,"Mauritius, Miscellaneous (French) Indian Ocean Islands",0.0,120.0,0.2,Medium,59.1,-24.6,1.0
"Green Tropical Cyclone ALBERTO-18 in United States, Cuba, Mexico, Belize from: 25 May 2018  to: 29 May 2018 .",Green,1.0,Green,1.0,2018-05-25 15:00:00,2018-05-29 09:00:00,101.8512,Tropical Depression (maximum wind speed of 102 km/h),NOAA,USA,n.a,"United States, Cuba, Mexico, Belize",0.0,102.0,1.0,Medium,-86.8,32.3,-1.0
Orange Tropical Cyclone MEKUNU-18 in Oman from: 22 May 2018  to: 26 May 2018 .,Orange,2.0,Orange,2.0,2018-05-22 00:00:00,2018-05-26 00:00:00,185.184,Hurricane/Typhoon > 74 mph (maximum wind speed of 185 km/h),JTWC,OMN,n.a,Oman,240000.0,185.0,0.8,Medium,53.4,17.1,3.0
Green Tropical Cyclone FABIO-18 off-shore from: 30 Jun 2018  to: 06 Jul 2018 .,Green,1.0,Green,1.0,2018-06-30 21:00:00,2018-07-06 12:00:00,212.9616,Tropical Depression (maximum wind speed of 176 km/h),JTWC,-1,n.a,Off-shore,0.0,213.0,-1.0,-1,-129.5,21.7,4.0
Green Tropical Cyclone PRAPIROON-18 in Japan from: 28 Jun 2018  to: 04 Jul 2018 .,Green,1.0,Green,1.0,2018-06-28 12:00:00,2018-07-04 12:00:00,148.1472,Tropical Storm (maximum wind speed of 139 km/h),JTWC,JPN,n.a,Japan,510000.0,148.0,0.7,Low,136.8,40.7,1.0
Green Tropical Cyclone EMILIA-18 off-shore from: 27 Jun 2018  to: 02 Jul 2018 .,Green,1.0,Green,1.0,2018-06-27 21:00:00,2018-07-02 00:00:00,101.8512,Tropical Depression (maximum wind speed of 93 km/h),JTWC,-1,n.a,Off-shore,0.0,102.0,-1.0,-1,-124.7,20.0,-1.0
Green Tropical Cyclone DANIEL-18 off-shore from: 24 Jun 2018  to: 26 Jun 2018 .,Green,1.0,Green,1.0,2018-06-24 03:00:00,2018-06-26 12:00:00,74.0736,Tropical Depression (maximum wind speed of 74 km/h),JTWC,-1,n.a,Off-shore,0.0,74.0,-1.0,-1,-119.9,20.0,-1.0
Green Tropical Cyclone HECTOR-18 off-shore from: 31 Jul 2018  to: 15 Aug 2018 .,Green,1.0,Green,1.0,2018-07-31 21:00:00,2018-08-15 00:00:00,249.9984,Tropical Depression (maximum wind speed of 250 km/h),JTWC,-1,n.a,Off-shore,0.0,250.0,-1.0,-1,170.9,29.3,4.0
Green Tropical Cyclone JONGDARI-18 in Japan from: 22 Jul 2018  to: 02 Aug 2018 .,Green,1.0,Green,1.0,2018-07-22 00:00:00,2018-08-02 18:00:00,212.9616,Tropical Depression (maximum wind speed of 176 km/h),JTWC,JPN,n.a,Japan,17700000.0,213.0,2.4,Low,122.5,31.1,4.0
Green Tropical Cyclone SIXTEEN-18 off-shore from: 30 Jul 2018  to: 31 Jul 2018 .,Green,1.0,Green,1.0,2018-07-30 12:00:00,2018-07-31 18:00:00,83.3328,Tropical Depression (maximum wind speed of 56 km/h),JTWC,-1,n.a,Off-shore,0.0,83.0,-1.0,-1,150.1,34.1,-1.0
Green Tropical Cyclone GILMA-18 off-shore from: 26 Jul 2018  to: 29 Jul 2018 .,Green,1.0,Green,1.0,2018-07-26 18:00:00,2018-07-29 18:00:00,83.3328,Tropical Depression (maximum wind speed of 65 km/h),JTWC,-1,n.a,Off-shore,0.0,83.0,-1.0,-1,-139.1,16.2,-1.0
Green Tropical Cyclone NINE-18 off-shore from: 26 Jul 2018  to: 27 Jul 2018 .,Green,1.0,Green,1.0,2018-07-26 18:00:00,2018-07-27 12:00:00,55.5552,Tropical Depression (maximum wind speed of 56 km/h),JTWC,-1,n.a,Off-shore,0.0,56.0,-1.0,-1,-138.3,10.6,-1.0
Green Tropical Cyclone WUKONG-18 off-shore from: 21 Jul 2018  to: 26 Jul 2018 .,Green,1.0,Green,1.0,2018-07-21 18:00:00,2018-07-26 12:00:00,120.3696,Tropical Storm (maximum wind speed of 120 km/h),JTWC,-1,n.a,Off-shore,0.0,120.0,-1.0,-1,152.6,41.5,1.0
Green Tropical Cyclone FLORENCE-18 in United States from: 31 Aug 2018  to: 16 Sep 2018 .,Green,1.0,Green,1.0,2018-08-31 21:00:00,2018-09-16 09:00:00,240.7392,Tropical Depression (maximum wind speed of 222 km/h),NOAA,USA,n.a,United States,1500000.0,241.0,2.0,Low,-81.4,33.8,4.0
Green Tropical Cyclone NORMAN-18 off-shore from: 28 Aug 2018  to: 08 Sep 2018 .,Green,1.0,Green,1.0,2018-08-28 15:00:00,2018-09-08 18:00:00,259.2576,Tropical Storm (maximum wind speed of 241 km/h),JTWC,-1,n.a,Off-shore,0.0,259.0,-1.0,-1,-154.6,26.6,5.0
Green Tropical Cyclone JEBI-18 in Japan from: 27 Aug 2018  to: 04 Sep 2018 .,Green,1.0,Green,1.0,2018-08-27 06:00:00,2018-09-04 12:00:00,287.0352,Tropical Storm (maximum wind speed of 278 km/h),JTWC,JPN,n.a,Japan,29800000.0,287.0,1.2,Low,137.7,38.9,5.0
Green Tropical Cyclone MIRIAM-18 off-shore from: 26 Aug 2018  to: 02 Sep 2018 .,Green,1.0,Green,1.0,2018-08-26 09:00:00,2018-09-02 18:00:00,166.6656,Tropical Depression (maximum wind speed of 157 km/h),JTWC,-1,n.a,Off-shore,0.0,167.0,-1.0,-1,-144.2,26.1,2.0
Green Tropical Cyclone LANE-18 in United States from: 15 Aug 2018  to: 29 Aug 2018 .,Green,1.0,Green,1.0,2018-08-15 03:00:00,2018-08-29 00:00:00,259.2576,Tropical Depression (maximum wind speed of 259 km/h),JTWC,USA,n.a,United States,0.0,259.0,-1.0,Low,-168.3,19.3,5.0
Green Tropical Cyclone LESLIE-18 in Portugal from: 23 Sep 2018  to: 13 Oct 2018 .,Green,1.0,Green,1.0,2018-09-23 15:00:00,2018-10-13 21:00:00,148.1472,Tropical Storm (maximum wind speed of 148 km/h),NOAA,PRT,n.a,Portugal,400000.0,148.0,-1.0,Low,-9.5,40.5,1.0
Green Tropical Cyclone SERGIO-18 in Mexico from: 29 Sep 2018  to: 12 Oct 2018 .,Green,1.0,Green,1.0,2018-09-29 15:30:00,2018-10-12 18:00:00,222.2208,Tropical Depression (maximum wind speed of 222 km/h),JTWC,MEX,n.a,Mexico,0.0,222.0,-1.0,Medium,-110.7,28.5,4.0
"Orange Tropical Cyclone KONG-REY-18 in Japan, Russian Federation, Korea, Democratic People's Republic of, Korea, Republic of, China, Guam from: 28 Sep 2018  to: 06 Oct 2018 .",Orange,2.0,Green,1.0,2018-09-28 00:00:00,2018-10-06 18:00:00,259.2576,Tropical Storm (maximum wind speed of 259 km/h),JTWC,PRK,n.a,"Japan, Russian Federation, Korea, Democratic People's Republic of, Korea, Republic of, China, Guam",0.0,259.0,1.2,High,137.0,39.8,5.0
Green Tropical Cyclone WALAKA-18 in United States Minor Outlying Islands from: 29 Sep 2018  to: 06 Oct 2018 .,Green,1.0,Green,1.0,2018-09-29 21:00:00,2018-10-06 12:00:00,268.5168,Tropical Storm (maximum wind speed of 259 km/h),NOAA,UMI,n.a,United States Minor Outlying Islands,0.0,269.0,-1.0,-1,-163.5,36.2,5.0
Green Tropical Cyclone ROSA-18 in Mexico from: 25 Sep 2018  to: 02 Oct 2018 .,Green,1.0,Green,1.0,2018-09-25 09:00:00,2018-10-02 12:00:00,240.7392,Tropical Depression (maximum wind speed of 231 km/h),JTWC,MEX,n.a,Mexico,0.0,241.0,0.5,Medium,-114.4,29.3,4.0
Green Tropical Cyclone TRAMI-18 in Japan from: 20 Sep 2018  to: 30 Sep 2018 .,Green,1.0,Green,1.0,2018-09-20 18:00:00,2018-09-30 12:00:00,268.5168,Hurricane/Typhoon > 74 mph (maximum wind speed of 259 km/h),JTWC,JPN,n.a,Japan,92300000.0,269.0,2.2,Low,136.0,34.2,5.0
"Green Tropical Cyclone KIRK-18 in Guadeloupe, Dominica, Martinique, Saint Lucia, Saint Vincent and the Grenadines, Grenada, Barbados from: 22 Sep 2018  to: 29 Sep 2018 .",Green,1.0,Green,1.0,2018-09-22 15:00:00,2018-09-29 03:00:00,92.592,Tropical Storm (maximum wind speed of 93 km/h),NOAA,VCT,n.a,"Guadeloupe, Dominica, Martinique, Saint Lucia, Saint Vincent and the Grenadines, Grenada, Barbados",0.0,93.0,0.2,Medium,-65.8,15.1,-1.0
Green Tropical Cyclone LIUA-18 in Solomon Islands from: 26 Sep 2018  to: 28 Sep 2018 .,Green,1.0,Green,1.0,2018-09-26 18:00:00,2018-09-28 06:00:00,74.0736,Tropical Storm (maximum wind speed of 74 km/h),JTWC,SLB,n.a,Solomon Islands,0.0,74.0,0.2,High,161.1,-12.0,-1.0
"Red Tropical Cyclone YUTU-18 in Philippines, Northern Mariana Islands from: 21 Oct 2018  to: 02 Nov 2018 .",Red,3.0,Green,1.0,2018-10-21 12:00:00,2018-11-02 00:00:00,287.0352,Tropical Depression (maximum wind speed of 287 km/h),JTWC,MNP,n.a,"Philippines, Northern Mariana Islands",11000000.0,287.0,1.1,Medium,116.3,20.6,5.0
"Green Tropical Cyclone OSCAR-18 in Iceland, Ireland, United Kingdom, Faroe Islands, Svalbard and Jan Mayen, Norway, Sweden from: 27 Oct 2018  to: 31 Oct 2018 .",Green,1.0,Green,1.0,2018-10-27 03:00:00,2018-10-31 21:00:00,166.6656,Hurricane/Typhoon > 74 mph (maximum wind speed of 167 km/h),NOAA,ISL,n.a,"Iceland, Ireland, United Kingdom, Faroe Islands, Svalbard and Jan Mayen, Norway, Sweden",0.0,167.0,0.4,-1,-49.6,39.3,2.0
Green Tropical Cyclone MAN-YI-18 off-shore from: 19 Nov 2018  to: 27 Nov 2018 .,Green,1.0,Green,1.0,2018-11-19 18:00:00,2018-11-27 12:00:00,194.4432,Tropical Depression (maximum wind speed of 167 km/h),JTWC,-1,n.a,Off-shore,0.0,194.0,0.2,-1,133.3,23.4,3.0
"Green Tropical Cyclone PENNY-18 in Australia, Papua New Guinea from: 31 Dec 2018  to: 08 Jan 2019 .",Green,1.0,Green,1.0,2018-12-31 00:00:00,2019-01-08 00:00:00,120.3696,Tropical Depression (maximum wind speed of 102 km/h),JTWC,PNG,n.a,"Australia, Papua New Guinea",0.0,120.0,1.6,High,150.7,-19.2,1.0
"Green Tropical Cyclone PABUK-18 in Myanmar, Thailand, Malaysia, Indonesia from: 31 Dec 2018  to: 05 Jan 2019 .",Green,1.0,Green,1.0,2018-12-31 06:00:00,2019-01-05 18:00:00,101.8512,Tropical Depression (maximum wind speed of 93 km/h),JTWC,MMR,n.a,"Myanmar, Thailand, Malaysia, Indonesia",0.0,102.0,1.0,High,96.6,10.1,-1.0
Green Tropical Cyclone THIRTYFIVE-18 off-shore from: 24 Dec 2018  to: 30 Dec 2018 .,Green,1.0,Green,1.0,2018-12-24 12:00:00,2018-12-30 00:00:00,83.3328,Tropical Depression (maximum wind speed of 56 km/h),JTWC,-1,n.a,Off-shore,0.0,83.0,0.1,-1,119.9,8.8,-1.0
Green Tropical Cyclone RILEY-19 in Australia from: 23 Jan 2019  to: 29 Jan 2019 .,Green,1.0,Green,1.0,2019-01-23 18:00:00,2019-01-29 06:00:00,157.4064,Tropical Storm (maximum wind speed of 130 km/h),JTWC,AUS,n.a,Australia,0.0,157.0,0.9,Low,106.3,-19.2,2.0
Green Tropical Cyclone POLA-19 in Tonga from: 26 Feb 2019  to: 01 Mar 2019 .,Green,1.0,Green,1.0,2019-02-26 00:00:00,2019-03-01 18:00:00,175.9248,Tropical Storm (maximum wind speed of 176 km/h),JTWC,TON,n.a,Tonga,0.0,176.0,0.3,Medium,-176.3,-28.1,2.0
Green Tropical Cyclone WUTIP-19 in Guam from: 19 Feb 2019  to: 28 Feb 2019 .,Green,1.0,Green,1.0,2019-02-19 06:00:00,2019-02-28 18:00:00,259.2576,Tropical Depression (maximum wind speed of 259 km/h),JTWC,GUM,n.a,Guam,0.0,259.0,-1.0,Medium,134.7,18.6,5.0
"Green Tropical Cyclone OMA-19 in New Caledonia, Vanuatu, Solomon Islands from: 12 Feb 2019  to: 23 Feb 2019 .",Green,1.0,Green,1.0,2019-02-12 00:00:00,2019-02-23 00:00:00,166.6656,Tropical Storm (maximum wind speed of 139 km/h),JTWC,SLB,n.a,"New Caledonia, Vanuatu, Solomon Islands",0.0,167.0,0.3,High,161.4,-28.2,2.0
"Orange Tropical Cyclone JOANINHA-19 in , Mauritius from: 22 Mar 2019  to: 31 Mar 2019 .",Orange,2.0,Green,1.0,2019-03-22 00:00:00,2019-03-31 00:00:00,212.9616,Tropical Storm (maximum wind speed of 213 km/h),JTWC,-1,n.a,", Mauritius",40000.0,213.0,0.2,-1,69.8,-26.8,4.0
"Red Tropical Cyclone FANI-19 in , India, Bangladesh, Bhutan from: 27 Apr 2019  to: 03 May 2019 .",Red,3.0,Red,3.0,2019-04-27 00:00:00,2019-05-03 12:00:00,249.9984,Hurricane/Typhoon > 74 mph (maximum wind speed of 250 km/h),JTWC,-1,n.a,", India, Bangladesh, Bhutan",1800000.0,250.0,1.6,-1,86.2,21.3,4.0
Green Tropical Cyclone LORNA-19 off-shore from: 23 Apr 2019  to: 29 Apr 2019 .,Green,1.0,Green,1.0,2019-04-23 12:00:00,2019-04-29 12:00:00,138.888,Tropical Storm (maximum wind speed of 139 km/h),JTWC,-1,n.a,Off-shore,0.0,139.0,-1.0,-1,88.8,-21.7,1.0
Green Tropical Cyclone BARBARA-19 off-shore from: 30 Jun 2019  to: 06 Jul 2019 .,Green,1.0,Green,1.0,2019-06-30 15:00:00,2019-07-06 12:00:00,249.9984,Tropical Storm (maximum wind speed of 250 km/h),JTWC,-1,n.a,Off-shore,0.0,250.0,-1.0,-1,-138.4,18.7,4.0
Green Tropical Cyclone FOUR-19 off-shore from: 28 Jun 2019  to: 30 Jun 2019 .,Green,1.0,Green,1.0,2019-06-28 18:00:00,2019-06-30 12:00:00,74.074,Tropical Depression (maximum wind speed of 74 km/h),JTWC,-1,n.a,Off-shore,0.0,74.0,0.6,-1,126.6,18.4,-1.0
Green Tropical Cyclone ALVIN-19 off-shore from: 25 Jun 2019  to: 29 Jun 2019 .,Green,1.0,Green,1.0,2019-06-25 21:00:00,2019-06-29 12:00:00,120.3696,Tropical Depression (maximum wind speed of 120 km/h),JTWC,-1,n.a,Off-shore,0.0,120.0,-1.0,-1,-120.2,20.5,1.0
Green Tropical Cyclone FLOSSIE-19 off-shore from: 28 Jul 2019  to: 06 Aug 2019 .,Green,1.0,Green,1.0,2019-07-28 15:00:00,2019-08-06 00:00:00,185.184,Tropical Depression (maximum wind speed of 185 km/h),JTWC,-1,n.a,Off-shore,0.0,185.0,-1.0,-1,-154.1,20.6,3.0
Green Tropical Cyclone ERICK-19 off-shore from: 27 Jul 2019  to: 05 Aug 2019 .,Green,1.0,Green,1.0,2019-07-27 15:00:00,2019-08-05 00:00:00,231.48,Tropical Depression (maximum wind speed of 231 km/h),JTWC,-1,n.a,Off-shore,0.0,231.0,-1.0,-1,-168.6,19.1,4.0
"Orange Tropical Cyclone WIPHA-19 in , Viet Nam, China from: 30 Jul 2019  to: 03 Aug 2019 .",Orange,2.0,Green,1.0,2019-07-30 18:00:00,2019-08-03 00:00:00,74.0736,Tropical Depression (maximum wind speed of 74 km/h),JTWC,-1,n.a,", Viet Nam, China",0.0,74.0,1.6,-1,106.6,21.2,-1.0
"Orange Tropical Cyclone DORIAN-19 in Canada, United States, Bahamas, Virgin Islands, U.S., British, Puerto Rico, Martinique, Saint Lucia, Saint Vincent and the Grenadines, Barbados, Dominican Republic, Turks and Caicos Islands, Haiti, Dominica, Guadeloupe from: 24 Aug 2019  to: 09 Sep 2019 .",Orange,2.0,Green,1.0,2019-08-24 15:00:00,2019-09-09 03:00:00,296.2944,Tropical Storm (maximum wind speed of 296 km/h),NOAA,BHS,n.a,"Canada, United States, Bahamas, Virgin Islands, U.S., British, Puerto Rico, Martinique, Saint Lucia, Saint Vincent and the Grenadines, Barbados, Dominican Republic, Turks and Caicos Islands, Haiti, Dominica, Guadeloupe",2700000.0,296.0,2.0,Low,-53.4,52.1,5.0
"Orange Tropical Cyclone PODUL-19 in Viet Nam, Laos, Thailand, China, Philippines, Myanmar, Cambodia from: 26 Aug 2019  to: 29 Aug 2019 .",Orange,2.0,Green,1.0,2019-08-26 12:00:00,2019-08-29 18:00:00,64.8144,Tropical Depression (maximum wind speed of 65 km/h),JTWC,VNM,n.a,"Viet Nam, Laos, Thailand, China, Philippines, Myanmar, Cambodia",0.0,65.0,1.4,High,106.4,17.4,-1.0
"Green Tropical Cyclone ERIN-19 in United States, Canada from: 26 Aug 2019  to: 29 Aug 2019 .",Green,1.0,Green,1.0,2019-08-26 21:00:00,2019-08-29 09:00:00,83.333,Tropical Depression (maximum wind speed of 83 km/h),NOAA,CAN,n.a,"United States, Canada",0.0,83.0,0.6,Low,-71.6,36.1,-1.0
"Orange Tropical Cyclone MITAG-19 in China, Japan, Korea, Republic of from: 27 Sep 2019  to: 03 Oct 2019 .",Orange,2.0,Green,1.0,2019-09-27 06:00:00,2019-10-03 06:00:00,166.6656,Tropical Storm (maximum wind speed of 167 km/h),JTWC,CHN,n.a,"China, Japan, Korea, Republic of",2000000.0,167.0,2.4,Medium,131.8,38.0,2.0
"Green Tropical Cyclone LORENZO-19 in Portugal, Ireland, United Kingdom, , United States, Bermuda from: 23 Sep 2019  to: 02 Oct 2019 .",Green,1.0,Green,1.0,2019-09-23 03:00:00,2019-10-02 15:00:00,101.8512,Tropical Storm (maximum wind speed of 102 km/h),NOAA,BMU,n.a,"Portugal, Ireland, United Kingdom, , United States, Bermuda",0.0,102.0,1.8,Low,-75.2,35.1,-1.0
Green Tropical Cyclone NARDA-19 in Mexico from: 28 Sep 2019  to: 01 Oct 2019 .,Green,1.0,Green,1.0,2019-09-28 15:00:00,2019-10-01 12:00:00,83.3328,Tropical Depression (maximum wind speed of 83 km/h),JTWC,MEX,n.a,Mexico,0.0,83.0,-1.0,Medium,-110.1,27.0,-1.0
"Green Tropical Cyclone KAREN-19 in Virgin Islands,  British,  Virgin Islands,  U.S.,  Puerto Rico,  Saint Lucia,  Barbados,  Saint Vincent and the Grenadines,  Grenada,  Trinidad and Tobago, Puerto Rico, Saint Lucia, Grenada, Trinidad and Tobago,  Venezuela from: 22 Sep 2019  to: 27 Sep 2019 .",Green,1.0,Green,1.0,2019-09-22 09:00:00,2019-09-27 21:00:00,111.1104,Tropical Depression (maximum wind speed of 111 km/h),NOAA,VGB,n.a,"Virgin Islands,  British,  Virgin Islands,  U.S.,  Puerto Rico,  Saint Lucia,  Barbados,  Saint Vincent and the Grenadines,  Grenada,  Trinidad and Tobago, Puerto Rico, Saint Lucia, Grenada, Trinidad and Tobago,  Venezuela",0.0,111.0,0.4,Medium,-58.5,29.3,-1.0
"Red Tropical Cyclone MATMO-19/BULBUL-19 in Bangladesh, India, Myanmar, Thailand, Cambodia, Laos, Viet Nam from: 29 Oct 2019  to: 10 Nov 2019 .",Red,3.0,Orange,2.0,2019-10-29 18:00:00,2019-11-10 12:00:00,157.4064,Tropical Storm (maximum wind speed of 157 km/h),JTWC,BGD,n.a,"Bangladesh, India, Myanmar, Thailand, Cambodia, Laos, Viet Nam",7600000.0,157.0,3.4,High,90.8,23.0,2.0
Green Tropical Cyclone MAHA-19 in India from: 30 Oct 2019  to: 06 Nov 2019 .,Green,1.0,Green,1.0,2019-10-30 06:00:00,2019-11-06 18:00:00,194.4432,Tropical Depression (maximum wind speed of 194 km/h),JTWC,IND,n.a,India,0.0,194.0,0.6,High,68.2,19.3,3.0
Green Tropical Cyclone REBEKAH-19 in Portugal from: 30 Oct 2019  to: 01 Nov 2019 .,Green,1.0,Green,1.0,2019-10-30 21:00:00,2019-11-01 09:00:00,74.074,Tropical Depression (maximum wind speed of 74 km/h),NOAA,-1,n.a,Portugal,0.0,74.0,-1.0,-1,-29.0,40.6,-1.0
"Green Tropical Cyclone KYARR-19 in India, Yemen,  Somalia,  India,  Yemen, from: 24 Oct 2019  to: 31 Oct 2019 .",Green,1.0,Green,1.0,2019-10-24 18:00:00,2019-10-31 18:00:00,249.9984,Tropical Depression (maximum wind speed of 250 km/h),JTWC,IND,n.a,"India, Yemen,  Somalia,  India,  Yemen, ",0.0,250.0,0.4,High,59.7,17.2,4.0
Green Tropical Cyclone PABLO-19 in Portugal from: 25 Oct 2019  to: 28 Oct 2019 .,Green,1.0,Green,1.0,2019-10-25 21:00:00,2019-10-28 15:00:00,129.6288,Tropical Storm (maximum wind speed of 130 km/h),NOAA,PRT,n.a,Portugal,0.0,130.0,0.1,Low,-17.7,46.8,1.0
"Red Tropical Cyclone KAMMURI-19 in Philippines, Guam, Northern Mariana Islands from: 25 Nov 2019  to: 05 Dec 2019 .",Red,3.0,Green,1.0,2019-11-25 18:00:00,2019-12-05 18:00:00,212.9616,Tropical Depression (maximum wind speed of 213 km/h),JTWC,PHL,n.a,"Philippines, Guam, Northern Mariana Islands",34900000.0,213.0,1.1,Medium,113.5,12.2,4.0
"Green Tropical Cyclone RITA-19 in Vanuatu, Solomon Islands from: 24 Nov 2019  to: 26 Nov 2019 .",Green,1.0,Green,1.0,2019-11-24 00:00:00,2019-11-26 18:00:00,129.629,Tropical Storm (maximum wind speed of 130 km/h),JTWC,SLB,n.a,"Vanuatu, Solomon Islands",0.0,130.0,0.1,High,168.9,-14.8,1.0
