,description,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity (magnitude),source,iso3,Death,Displaced,GDACS_ID,longitude,latitude
1596,Orange Flood in Nigeria from: 31 Aug 2018 00 to: 24 Sep 2018 00.,Orange,2.0,orange,0.0,Nigeria,2018-08-31 00:00:00,2018-09-24 00:00:00,0.0,JRC,NGA,100.0,1000.0,FL 1000213,8.151,8.469
1597,Green Flood in Italy from: 27 Oct 2018 00 to: 07 Nov 2018 00.,Green,1.0,green,0.0,Italy,2018-10-27 00:00:00,2018-11-07 00:00:00,0.0,JRC,ITA,29.0,-1.0,FL 1000216,11.674,45.976
1598,green Flood in Indonesia from: 21 Jan 2019 00 to: 02 Feb 2019 00.,green,1.0,green,0.0,Indonesia,2019-01-21 00:00:00,2019-02-02 00:00:00,0.0,JRC,IDN,68.0,6700.0,FL 1000219,121.448,-4.838
1599,Orange Flood in Brazil from: 25 Jan 2019 00 to: 02 Feb 2019 00.,Orange,2.0,orange,0.0,Brazil,2019-01-25 00:00:00,2019-02-02 00:00:00,0.0,JRC,BRA,65.0,3000.0,FL 1000220,-44.173,-20.135
1600,green Flood in Mozambique from: 21 Jan 2019 00 to: 29 Jan 2019 00.,green,1.0,green,0.0,Mozambique,2019-01-21 00:00:00,2019-01-29 00:00:00,0.0,JRC,MOZ,0.0,120000.0,FL 1000218,34.588,-17.302
1601,Green Flood in Peru from: 07 Feb 2019 00 to: 02 Mar 2019 00.,Green,1.0,green,0.0,Peru,2019-02-07 00:00:00,2019-03-02 00:00:00,0.0,JRC,PER,51.0,-1.0,FL 1000221,-71.41,-16.074
1602,green Flood in Ecuador from: 19 Feb 2019 00 to: 26 Feb 2019 00.,green,1.0,green,0.0,Ecuador,2019-02-19 00:00:00,2019-02-26 00:00:00,0.0,JRC,ECU,14.0,-1.0,FL 1000222,-79.922,-1.381
1603,"Orange Flood in Iran, Islamic Republic of from: 04 Mar 2019 00 to: 08 Apr 2019 00.",Orange,2.0,orange,0.0,"Iran, Islamic Republic of",2019-03-04 00:00:00,2019-04-08 00:00:00,0.0,JRC,IRN,70.0,500000.0,FL 1000225,59.648,28.289
1604,green Flood in Afghanistan from: 20 Mar 2019 00 to: 05 Apr 2019 00.,green,1.0,green,0.0,Afghanistan,2019-03-20 00:00:00,2019-04-05 00:00:00,0.0,JRC,AFG,35.0,-1.0,FL 1000230,63.371,34.61
1605,Red Flood in Mozambique from: 09 Mar 2019 00 to: 29 Mar 2019 00.,Red,3.0,red,0.0,Mozambique,2019-03-09 00:00:00,2019-03-29 00:00:00,0.0,JRC,MOZ,202.0,17100.0,FL 1000227,36.432,-15.178
1606,Green Flood in Paraguay from: 01 Apr 2019 00 to: 17 May 2019 00.,Green,1.0,green,0.0,Paraguay,2019-04-01 00:00:00,2019-05-17 00:00:00,0.0,JRC,PRY,16.0,50000.0,FL 1000233,-58.867,-22.526
1607,Green Flood in Maldives from: 30 May 2019 00 to: 11 Jun 2019 00.,Green,1.0,Green,0.5,Maldives,2019-05-30 00:00:00,2019-06-11 00:00:00,0.0,GLOFAS,MDV,0.0,-1.0,FL 1100140,72.6264898904041,6.449901
1608,Green Flood in United States from: 11 May 2019 00 to: 10 Jun 2019 00.,Green,1.0,Green,0.5,United States,2019-05-11 00:00:00,2019-06-10 00:00:00,0.0,GLOFAS,USA,4.0,-1.0,FL 1000234,-81.251412,35.683874
1609,green Flood in Ghana from: 31 May 2019 00 to: 05 Jun 2019 00.,green,1.0,green,0.0,Ghana,2019-05-31 00:00:00,2019-06-05 00:00:00,0.0,JRC,GHA,13.0,-1.0,FL 1000235,-2.1203825459526824,5.748899583354851
1610,Green Flood in China from: 27 May 2019 00 to: 27 May 2019 00.,Green,1.0,Green,0.5,China,2019-05-27 00:00:00,2019-05-27 00:00:00,0.0,GLOFAS,CHN,9.0,-1.0,FL 1100186,108.823,23.7331
1611,Orange Flood in India from: 25 Jun 2019 00 to: 04 Aug 2019 00.,Orange,2.0,Orange,1.5,India,2019-06-25 00:00:00,2019-08-04 00:00:00,0.0,GLOFAS,IND,1681.0,2327210.0,FL 1100103,77.3440831,16.1998058
1612,Green Flood in Japan from: 28 Jun 2019 00 to: 28 Jun 2019 00.,Green,1.0,Red,2.5,Japan,2019-06-28 00:00:00,2019-06-28 00:00:00,0.0,GLOFAS,JPN,2.0,-1.0,FL 1100166,131.443404,32.604518
1613,Green Flood in Mali from: 24 Jun 2019 00 to: 27 Jun 2019 00.,Green,1.0,Green,0.5,Mali,2019-06-24 00:00:00,2019-06-27 00:00:00,0.0,GLOFAS,MLI,0.0,-1.0,FL 1100159,-3.5183411,14.078265
1614,Green Flood in Ecuador from: 20 Jun 2019 00 to: 27 Jun 2019 00.,Green,1.0,Green,0.5,Ecuador,2019-06-20 00:00:00,2019-06-27 00:00:00,0.0,GLOFAS,ECU,1.0,295.0,FL 1100160,-78.3957308,-1.2891251
1615,Red Flood in China from: 31 Jul 2019 00 to: 20 Aug 2019 00.,Red,3.0,Green,0.5,China,2019-07-31 00:00:00,2019-08-20 00:00:00,0.0,GLOFAS,CHN,77.0,1308000.0,FL 1100113,104.121886030782,30.66919595
1616,Orange Flood in Myanmar from: 14 Jul 2019 00 to: 06 Aug 2019 00.,Orange,2.0,Orange,1.5,Myanmar,2019-07-14 00:00:00,2019-08-06 00:00:00,0.0,GLOFAS,MMR,53.0,131700.0,FL 1100104,96.3475503338991,16.8221824
1617,Green Flood in Uganda from: 21 Jul 2019 00 to: 02 Aug 2019 00.,Green,1.0,Green,0.5,Uganda,2019-07-21 00:00:00,2019-08-02 00:00:00,0.0,GLOFAS,UGA,0.0,-1.0,FL 1100116,30.0640319,0.7084553
1618,Green Flood in Yemen from: 27 Jul 2019 10 to: 31 Jul 2019 00.,Green,1.0,Green,0.5,Yemen,2019-07-27 10:00:00,2019-07-31 00:00:00,0.0,GLOFAS,YEM,18.0,700.0,FL 1100109,44.2483812,14.158996
1619,Green Flood in Norway from: 30 Jul 2019 00 to: 31 Jul 2019 00.,Green,1.0,Green,0.5,Norway,2019-07-30 00:00:00,2019-07-31 00:00:00,0.0,GLOFAS,NOR,0.0,150.0,FL 1100173,5.8493542,61.4534092
1620,Green Flood in United Kingdom from: 30 Jul 2019 00 to: 30 Jul 2019 00.,Green,1.0,Green,0.5,United Kingdom,2019-07-30 00:00:00,2019-07-30 00:00:00,0.0,GLOFAS,GBR,0.0,6500.0,FL 1100174,-1.984206,53.3297883
1621,Green Flood in China from: 30 Jul 2019 00 to: 30 Jul 2019 00.,Green,1.0,Green,0.5,China,2019-07-30 00:00:00,2019-07-30 00:00:00,0.0,GLOFAS,CHN,0.0,11400.0,FL 1100112,126.5404638,45.8023122
1622,Green Flood in Laos from: 29 Jul 2019 00 to: 29 Jul 2019 00.,Green,1.0,Green,0.5,Laos,2019-07-29 00:00:00,2019-07-29 00:00:00,0.0,GLOFAS,LAO,0.0,-1.0,FL 1100135,102.6133707,17.9640988
1623,Orange Flood in Pakistan from: 14 Jul 2019 13 to: 29 Jul 2019 00.,Orange,2.0,Green,0.5,Pakistan,2019-07-14 13:00:00,2019-07-29 00:00:00,0.0,GLOFAS,PAK,102.0,-1.0,FL 1100102,70.32389,33.681074
1624,Green Flood in Mali from: 24 Aug 2019 00 to: 04 Sep 2019 00.,Green,1.0,Green,0.5,Mali,2019-08-24 00:00:00,2019-09-04 00:00:00,0.0,GLOFAS,MLI,0.0,-1.0,FL 1100188,2.3950955,15.9205561
1625,"Green Flood in Cambodia, Laos, Thailand, Vietnam from: 29 Aug 2019 00 to: 02 Sep 2019 00.",Green,1.0,Orange,1.5,"Cambodia, Laos, Thailand, Vietnam",2019-08-29 00:00:00,2019-09-02 00:00:00,0.0,GLOFAS,KHM,78.0,72935.0,FL 1100181,104.3241891,15.1189595
1626,Green Flood in Uganda from: 27 Aug 2019 00 to: 31 Aug 2019 00.,Green,1.0,Green,0.5,Uganda,2019-08-27 00:00:00,2019-08-31 00:00:00,0.0,GLOFAS,UGA,5.0,-1.0,FL 1100180,34.4,1.466667
1627,"Red Flood in British Virgin Islands, The Bahamas from: 28 Aug 2019 00 to: 28 Aug 2019 00.",Red,3.0,Red,2.5,"British Virgin Islands, The Bahamas",2019-08-28 00:00:00,2019-08-28 00:00:00,0.0,GLOFAS,VGB,93.0,5400.0,FL 1100185,-78.872088561399,26.70673275
1628,Green Flood in Morocco from: 28 Aug 2019 00 to: 28 Aug 2019 00.,Green,1.0,Green,0.5,Morocco,2019-08-28 00:00:00,2019-08-28 00:00:00,0.0,GLOFAS,MAR,9.0,200.0,FL 1100178,-8.2180378313688,29.09087655
1629,Green Flood in Niger from: 28 Aug 2019 00 to: 28 Aug 2019 00.,Green,1.0,Green,0.5,Niger,2019-08-28 00:00:00,2019-08-28 00:00:00,0.0,GLOFAS,NER,42.0,-1.0,FL 1100179,2.1263121,13.5103543
1630,Green Flood in Japan from: 27 Aug 2019 00 to: 27 Aug 2019 00.,Green,1.0,Green,0.5,Japan,2019-08-27 00:00:00,2019-08-27 00:00:00,0.0,GLOFAS,JPN,2.0,5500.0,FL 1100183,131.4270217,33.1819875
1631,Green Flood in Russia from: 26 Aug 2019 00 to: 26 Aug 2019 00.,Green,1.0,Green,0.5,Russia,2019-08-26 00:00:00,2019-08-26 00:00:00,0.0,GLOFAS,RUS,0.0,170.0,FL 1100189,131.963089696644,43.8023524
1632,Green Flood in United States from: 24 Aug 2019 00 to: 26 Aug 2019 00.,Green,1.0,Green,0.5,United States,2019-08-24 00:00:00,2019-08-26 00:00:00,0.0,GLOFAS,USA,1.0,-1.0,FL 1100131,-94.3065656,35.3293726
1633,Green Flood in Mexico from: 28 Sep 2019 00 to: 02 Oct 2019 00.,Green,1.0,Green,0.5,Mexico,2019-09-28 00:00:00,2019-10-02 00:00:00,0.0,GLOFAS,MEX,4.0,640.0,FL 1100205,-104.5679832,19.237843
1634,Green Flood in Niger from: 21 Sep 2019 00 to: 01 Oct 2019 00.,Green,1.0,Green,0.5,Niger,2019-09-21 00:00:00,2019-10-01 00:00:00,0.0,GLOFAS,NER,12.0,27485.0,FL 1100211,12.5136265924302,13.4880875
1635,Green Flood in Pakistan from: 30 Sep 2019 00 to: 30 Sep 2019 00.,Green,1.0,Green,0.5,Pakistan,2019-09-30 00:00:00,2019-09-30 00:00:00,0.0,GLOFAS,PAK,8.0,-1.0,FL 1100218,71.8122894,34.910719
1636,Green Flood in Türkiye from: 28 Sep 2019 00 to: 30 Sep 2019 00.,Green,1.0,Green,0.5,Türkiye,2019-09-28 00:00:00,2019-09-30 00:00:00,0.0,GLOFAS,TUR,0.0,13.0,FL 1100225,41.6805479,41.3638806
1637,"Green Flood in Colombia, Venezuela from: 29 Sep 2019 00 to: 29 Sep 2019 00.",Green,1.0,Green,0.5,"Colombia, Venezuela",2019-09-29 00:00:00,2019-09-29 00:00:00,0.0,GLOFAS,COL,0.0,-1.0,FL 1100215,-72.5096912,9.664363
1638,"Green Flood in Isle of Man, United Kingdom from: 28 Sep 2019 00 to: 28 Sep 2019 00.",Green,1.0,Green,0.5,"Isle of Man, United Kingdom",2019-09-28 00:00:00,2019-09-28 00:00:00,0.0,GLOFAS,-1,0.0,50.0,FL 1100203,0.491880996571429,52.9388035
1639,Green Flood in Guatemala from: 27 Sep 2019 00 to: 27 Sep 2019 00.,Green,1.0,Green,0.5,Guatemala,2019-09-27 00:00:00,2019-09-27 00:00:00,0.0,GLOFAS,GTM,1.0,-1.0,FL 1100212,-91.5250002,14.8448286
1640,"Green Flood in Trinidad and Tobago, United States from: 21 Sep 2019 00 to: 27 Sep 2019 00.",Green,1.0,Green,0.5,"Trinidad and Tobago, United States",2019-09-21 00:00:00,2019-09-27 00:00:00,0.0,GLOFAS,TTO,0.0,247.0,FL 1100214,-66.700448,18.2647259
1641,Green Flood in Yemen from: 27 Sep 2019 00 to: 27 Sep 2019 00.,Green,1.0,Green,0.5,Yemen,2019-09-27 00:00:00,2019-09-27 00:00:00,0.0,GLOFAS,YEM,0.0,-1.0,FL 1100223,42.9710793,14.7920105
1642,Orange Flood in Nigeria from: 23 Oct 2019 00 to: 07 Nov 2019 00.,Orange,2.0,Orange,1.5,Nigeria,2019-10-23 00:00:00,2019-11-07 00:00:00,0.0,GLOFAS,NGA,34.0,101500.0,FL 1100247,14.3676352,12.1942921
1643,Green Flood in Guatemala from: 28 Oct 2019 00 to: 06 Nov 2019 00.,Green,1.0,Green,0.5,Guatemala,2019-10-28 00:00:00,2019-11-06 00:00:00,0.0,GLOFAS,GTM,4.0,35.0,FL 1100252,-90.7381071,14.5317892
1644,"Green Flood in Canada, United States from: 31 Oct 2019 00 to: 04 Nov 2019 00.",Green,1.0,Green,0.5,"Canada, United States",2019-10-31 00:00:00,2019-11-04 00:00:00,0.0,GLOFAS,CAN,1.0,1000.0,FL 1100253,-74.9184085366575,43.128217
1645,Green Flood in Vietnam from: 15 Oct 2019 00 to: 04 Nov 2019 00.,Green,1.0,Green,0.5,Vietnam,2019-10-15 00:00:00,2019-11-04 00:00:00,0.0,GLOFAS,VNM,5.0,20000.0,FL 1100234,108.7800569,15.0496821
1646,Green Flood in Niger from: 19 Oct 2019 00 to: 04 Nov 2019 00.,Green,1.0,Green,0.5,Niger,2019-10-19 00:00:00,2019-11-04 00:00:00,0.0,GLOFAS,NER,0.0,-1.0,FL 1100237,12.5136265924302,13.4880875
1647,Green Flood in Colombia from: 28 Oct 2019 00 to: 01 Nov 2019 00.,Green,1.0,Green,0.5,Colombia,2019-10-28 00:00:00,2019-11-01 00:00:00,0.0,GLOFAS,COL,1.0,1000.0,FL 1100255,-76.6250112,7.8822532
1648,Green Flood in United Kingdom from: 27 Oct 2019 00 to: 31 Oct 2019 00.,Green,1.0,Green,0.5,United Kingdom,2019-10-27 00:00:00,2019-10-31 00:00:00,0.0,GLOFAS,GBR,0.0,-1.0,FL 1100270,-2.7164299,51.8117211
1649,Green Flood in Ghana from: 28 Oct 2019 00 to: 30 Oct 2019 00.,Green,1.0,Green,0.5,Ghana,2019-10-28 00:00:00,2019-10-30 00:00:00,0.0,GLOFAS,GHA,0.0,-1.0,FL 1100241,-0.1325534,5.6393741
1650,Green Flood in Cameroon from: 28 Oct 2019 00 to: 30 Oct 2019 00.,Green,1.0,Orange,1.5,Cameroon,2019-10-28 00:00:00,2019-10-30 00:00:00,0.0,GLOFAS,CMR,0.0,-1.0,FL 1100246,10.3329098,5.5002668
1651,Green Flood in Uganda from: 30 Oct 2019 00 to: 30 Oct 2019 00.,Green,1.0,Green,0.5,Uganda,2019-10-30 00:00:00,2019-10-30 00:00:00,0.0,GLOFAS,UGA,2.0,300.0,FL 1100249,33.4716211,0.605049
1652,Orange Flood in South Sudan from: 01 Oct 2019 00 to: 29 Oct 2019 07.,Orange,2.0,Orange,1.5,South Sudan,2019-10-01 00:00:00,2019-10-29 07:00:00,0.0,GLOFAS,SSD,0.0,500000.0,FL 1100229,33.8079669,9.9656487
1653,Green Flood in Japan from: 24 Oct 2019 00 to: 28 Oct 2019 00.,Green,1.0,Green,0.5,Japan,2019-10-24 00:00:00,2019-10-28 00:00:00,0.0,GLOFAS,JPN,10.0,-1.0,FL 1100280,140.287898315991,35.42853995
1654,"Green Flood in Oman, United Arab Emirates from: 28 Oct 2019 00 to: 28 Oct 2019 00.",Green,1.0,Green,0.5,"Oman, United Arab Emirates",2019-10-28 00:00:00,2019-10-28 00:00:00,0.0,GLOFAS,OMN,0.0,100.0,FL 1100283,56.3485687,25.0493789
1655,Green Flood in Thailand from: 30 Nov 2019 00 to: 04 Dec 2019 00.,Green,1.0,Green,0.5,Thailand,2019-11-30 00:00:00,2019-12-04 00:00:00,0.0,GLOFAS,THA,0.0,182.0,FL 1100306,101.8008758,6.4294927
1656,Green Flood in France from: 22 Nov 2019 00 to: 03 Dec 2019 10.,Green,1.0,Green,0.5,France,2019-11-22 00:00:00,2019-12-03 10:00:00,0.0,GLOFAS,FRA,9.0,780.0,FL 1100297,7.1790785,43.9210587
1657,Green Flood in Mexico from: 27 Nov 2019 00 to: 01 Dec 2019 00.,Green,1.0,Green,0.5,Mexico,2019-11-27 00:00:00,2019-12-01 00:00:00,0.0,GLOFAS,MEX,1.0,250.0,FL 1100289,-106.7959687,23.9212419
1658,Green Flood in Italy from: 11 Nov 2019 16 to: 30 Nov 2019 12.,Green,1.0,Green,0.5,Italy,2019-11-11 16:00:00,2019-11-30 12:00:00,0.0,GLOFAS,ITA,3.0,950.0,FL 1100296,8.25257273702106,44.2334238
1659,Green Flood in United States from: 28 Nov 2019 00 to: 30 Nov 2019 00.,Green,1.0,Green,0.5,United States,2019-11-28 00:00:00,2019-11-30 00:00:00,0.0,GLOFAS,USA,2.0,-1.0,FL 1100290,-117.160775,32.715945
1660,Green Flood in Sri Lanka from: 29 Nov 2019 00 to: 29 Nov 2019 00.,Green,1.0,Green,0.5,Sri Lanka,2019-11-29 00:00:00,2019-11-29 00:00:00,0.0,GLOFAS,LKA,3.0,3149.0,FL 1100287,81.0544422567591,6.9937642
1661,Green Flood in Brazil from: 26 Nov 2019 00 to: 28 Nov 2019 00.,Green,1.0,Green,0.5,Brazil,2019-11-26 00:00:00,2019-11-28 00:00:00,0.0,GLOFAS,BRA,0.0,275.0,FL 1100292,-38.501982,-12.9784054
1662,Green Flood in India from: 28 Nov 2019 00 to: 28 Nov 2019 00.,Green,1.0,Green,0.5,India,2019-11-28 00:00:00,2019-11-28 00:00:00,0.0,GLOFAS,IND,27.0,500.0,FL 1100274,78.147387,8.7593293
1663,Green Flood in Malaysia from: 27 Nov 2019 00 to: 27 Nov 2019 00.,Green,1.0,Green,0.5,Malaysia,2019-11-27 00:00:00,2019-11-27 00:00:00,0.0,GLOFAS,MYS,2.0,17278.0,FL 1100282,102.4080261,5.8362966
1664,Orange Flood in Indonesia from: 31 Dec 2019 13 to: 10 Jan 2020 00.,Orange,2.0,Green,0.5,Indonesia,2019-12-31 13:00:00,2020-01-10 00:00:00,0.0,GLOFAS,IDN,84.0,106440.0,FL 1100316,117.1228641,-0.5023218
1665,Green Flood in Peru from: 28 Dec 2019 00 to: 07 Jan 2020 00.,Green,1.0,Green,0.5,Peru,2019-12-28 00:00:00,2020-01-07 00:00:00,0.0,GLOFAS,PER,0.0,-1.0,FL 1100325,-74.706,-8.9302
1666,Green Flood in Colombia from: 26 Dec 2019 15 to: 07 Jan 2020 00.,Green,1.0,Green,0.5,Colombia,2019-12-26 15:00:00,2020-01-07 00:00:00,0.0,GLOFAS,COL,0.0,-1.0,FL 1100330,-77.0837750290079,6.31994965
1667,Green Flood in Tanzania from: 28 Dec 2019 00 to: 02 Jan 2020 00.,Green,1.0,Green,0.5,Tanzania,2019-12-28 00:00:00,2020-01-02 00:00:00,0.0,GLOFAS,TZA,0.0,500.0,FL 1100320,37.8138001448415,-6.86835
1668,Green Flood in United States from: 29 Dec 2019 00 to: 31 Dec 2019 00.,Green,1.0,Green,0.5,United States,2019-12-29 00:00:00,2019-12-31 00:00:00,0.0,GLOFAS,USA,0.0,-1.0,FL 1100322,-87.6747398,34.9049555
1669,Green Flood in Fiji from: 28 Dec 2019 00 to: 30 Dec 2019 00.,Green,1.0,Green,0.5,Fiji,2019-12-28 00:00:00,2019-12-30 00:00:00,0.0,GLOFAS,FJI,0.0,2500.0,FL 1100323,-179.058441477875,-18.970617
1670,Green Flood in Malawi from: 29 Dec 2019 00 to: 29 Dec 2019 00.,Green,1.0,Green,0.5,Malawi,2019-12-29 00:00:00,2019-12-29 00:00:00,0.0,GLOFAS,MWI,0.0,-1.0,FL 1100331,34.8011094,-16.0455711
1671,Green Flood in Rwanda from: 25 Dec 2019 00 to: 29 Dec 2019 00.,Green,1.0,Green,0.5,Rwanda,2019-12-25 00:00:00,2019-12-29 00:00:00,0.0,GLOFAS,RWA,12.0,-1.0,FL 1100319,30.0615548,-1.9442566
1672,Green Flood in Sri Lanka from: 18 Dec 2019 00 to: 27 Dec 2019 00.,Green,1.0,Green,0.5,Sri Lanka,2019-12-18 00:00:00,2019-12-27 00:00:00,0.0,GLOFAS,LKA,0.0,15470.0,FL 1100326,80.7137847,7.5554942
1673,Green Flood in Brazil from: 17 Jan 2020 00 to: 10 Feb 2020 00.,Green,1.0,Green,0.5,Brazil,2020-01-17 00:00:00,2020-02-10 00:00:00,0.0,GLOFAS,BRA,81.0,7242.0,FL 1100345,-47.06403,-23.4380534
1674,Green Flood in Paraguay from: 29 Jan 2020 00 to: 01 Feb 2020 00.,Green,1.0,Green,0.5,Paraguay,2020-01-29 00:00:00,2020-02-01 00:00:00,0.0,GLOFAS,PRY,0.0,-1.0,FL 1100359,-56.5833285,-24.1871471
1675,Green Flood in Burundi from: 18 Jan 2020 00 to: 01 Feb 2020 00.,Green,1.0,Green,0.5,Burundi,2020-01-18 00:00:00,2020-02-01 00:00:00,0.0,GLOFAS,BDI,3.0,1014.0,FL 1100365,29.3271069,-3.2847709
1676,Green Flood in Colombia from: 28 Jan 2020 00 to: 31 Jan 2020 00.,Green,1.0,Green,0.5,Colombia,2020-01-28 00:00:00,2020-01-31 00:00:00,0.0,GLOFAS,COL,0.0,700.0,FL 1100357,-73.1066074,7.0720685
1677,"Green Flood in Canada, United States from: 30 Jan 2020 00 to: 30 Jan 2020 00.",Green,1.0,Green,0.5,"Canada, United States",2020-01-30 00:00:00,2020-01-30 00:00:00,0.0,GLOFAS,CAN,0.0,68.0,FL 1100351,-122.0980193,47.9125919
1678,Green Flood in Malaysia from: 29 Jan 2020 00 to: 29 Jan 2020 00.,Green,1.0,Green,0.5,Malaysia,2020-01-29 00:00:00,2020-01-29 00:00:00,0.0,GLOFAS,MYS,0.0,200.0,FL 1100348,103.741698,1.4926575
1679,Green Flood in Indonesia from: 08 Feb 2020 00 to: 10 Mar 2020 00.,Green,1.0,Green,0.5,Indonesia,2020-02-08 00:00:00,2020-03-10 00:00:00,0.0,GLOFAS,IDN,16.0,22199.0,FL 1100374,122.8333081,0.6844613
1680,Green Flood in Brazil from: 29 Feb 2020 00 to: 03 Mar 2020 00.,Green,1.0,Green,0.5,Brazil,2020-02-29 00:00:00,2020-03-03 00:00:00,0.0,GLOFAS,BRA,92.0,1031.0,FL 1100386,-46.3964689738292,-23.96055265
1681,Green Flood in Honduras from: 28 Feb 2020 00 to: 03 Mar 2020 00.,Green,1.0,Green,0.5,Honduras,2020-02-28 00:00:00,2020-03-03 00:00:00,0.0,GLOFAS,HND,2.0,799.0,FL 1100389,-87.9559287,15.6055064
1682,Green Flood in Peru from: 17 Feb 2020 00 to: 26 Feb 2020 00.,Green,1.0,Green,0.5,Peru,2020-02-17 00:00:00,2020-02-26 00:00:00,0.0,GLOFAS,PER,3.0,2550.0,FL 1100382,-70.8974604,-17.1838283
1683,Green Flood in Colombia from: 25 Feb 2020 00 to: 25 Feb 2020 00.,Green,1.0,Green,0.5,Colombia,2020-02-25 00:00:00,2020-02-25 00:00:00,0.0,GLOFAS,COL,8.0,150.0,FL 1100387,-73.0542015,6.9913505
1684,Green Flood in South Africa from: 22 Feb 2020 00 to: 24 Feb 2020 00.,Green,1.0,Green,0.5,South Africa,2020-02-22 00:00:00,2020-02-24 00:00:00,0.0,GLOFAS,ZAF,1.0,-1.0,FL 1100379,31.3582455,-29.2369692
1685,Green Flood in Indonesia from: 25 Mar 2020 00 to: 05 Apr 2020 00.,Green,1.0,Green,0.5,Indonesia,2020-03-25 00:00:00,2020-04-05 00:00:00,0.0,GLOFAS,IDN,6.0,415.0,FL 1100417,112.3369941,-7.1274404
1686,Green Flood in Spain from: 31 Mar 2020 00 to: 02 Apr 2020 00.,Green,1.0,Green,0.5,Spain,2020-03-31 00:00:00,2020-04-02 00:00:00,0.0,GLOFAS,ESP,0.0,-1.0,FL 1100427,0.1421234,40.091593
1687,Green Flood in United States from: 27 Mar 2020 00 to: 31 Mar 2020 00.,Green,1.0,Green,0.5,United States,2020-03-27 00:00:00,2020-03-31 00:00:00,0.0,GLOFAS,USA,0.0,10.0,FL 1100411,-81.676026,41.395627
1688,Green Flood in Peru from: 28 Mar 2020 00 to: 31 Mar 2020 00.,Green,1.0,Green,0.5,Peru,2020-03-28 00:00:00,2020-03-31 00:00:00,0.0,GLOFAS,PER,0.0,-1.0,FL 1100425,-77.0835021,-8.6303582
1689,Green Flood in India from: 27 Mar 2020 00 to: 31 Mar 2020 00.,Green,1.0,Green,0.5,India,2020-03-27 00:00:00,2020-03-31 00:00:00,0.0,GLOFAS,IND,0.0,100.0,FL 1100416,75.2385807,33.2412315
1690,Green Flood in Burundi from: 02 Mar 2020 00 to: 29 Mar 2020 00.,Green,1.0,Green,0.5,Burundi,2020-03-02 00:00:00,2020-03-29 00:00:00,0.0,GLOFAS,BDI,2.0,1212.0,FL 1100396,29.457626,-3.0676202
1691,Green Flood in Malaysia from: 23 Mar 2020 00 to: 27 Mar 2020 00.,Green,1.0,Green,0.5,Malaysia,2020-03-23 00:00:00,2020-03-27 00:00:00,0.0,GLOFAS,MYS,0.0,18.0,FL 1100420,102.211360703306,2.382275
1692,Green Flood in Kenya from: 26 Mar 2020 00 to: 26 Mar 2020 00.,Green,1.0,Green,0.5,Kenya,2020-03-26 00:00:00,2020-03-26 00:00:00,0.0,GLOFAS,KEN,1.0,3500.0,FL 1100414,34.7670655856408,-0.0916671
1693,Green Flood in Indonesia from: 19 Apr 2020 00 to: 13 May 2020 00.,Green,1.0,Green,0.5,Indonesia,2020-04-19 00:00:00,2020-05-13 00:00:00,0.0,GLOFAS,IDN,7.0,2276.0,FL 1100452,118.913480276847,-2.1023625
1694,Green Flood in Malaysia from: 25 Apr 2020 00 to: 11 May 2020 00.,Green,1.0,Green,0.5,Malaysia,2020-04-25 00:00:00,2020-05-11 00:00:00,0.0,GLOFAS,MYS,0.0,313.0,FL 1100453,100.2353015,5.3504316
1695,Green Flood in Afghanistan from: 13 Apr 2020 00 to: 01 May 2020 00.,Green,1.0,Green,0.5,Afghanistan,2020-04-13 00:00:00,2020-05-01 00:00:00,0.0,GLOFAS,AFG,5.0,1500.0,FL 1100440,69.2872041,35.8072412
1696,Green Flood in Democratic Republic of the Congo from: 16 Apr 2020 00 to: 30 Apr 2020 00.,Green,1.0,Green,0.5,Democratic Republic of the Congo,2020-04-16 00:00:00,2020-04-30 00:00:00,0.0,GLOFAS,COD,72.0,78750.0,FL 1100432,26.1281,-2.6201134
1697,Orange Flood in Kenya from: 18 Apr 2020 00 to: 29 Apr 2020 00.,Orange,2.0,Orange,1.5,Kenya,2020-04-18 00:00:00,2020-04-29 00:00:00,0.0,GLOFAS,KEN,257.0,84100.0,FL 1100433,35.5977228218592,2.76556575
1698,Green Flood in Ethiopia from: 24 Apr 2020 00 to: 27 Apr 2020 00.,Green,1.0,Green,0.5,Ethiopia,2020-04-24 00:00:00,2020-04-27 00:00:00,0.0,GLOFAS,ETH,4.0,-1.0,FL 1100448,41.8513448,9.5990678
1699,Green Flood in Fiji from: 27 Apr 2020 00 to: 27 Apr 2020 00.,Green,1.0,Green,0.5,Fiji,2020-04-27 00:00:00,2020-04-27 00:00:00,0.0,GLOFAS,FJI,0.0,-1.0,FL 1100463,178.418171571484,-17.937998
1700,Green Flood in Colombia from: 15 Apr 2020 00 to: 26 Apr 2020 00.,Green,1.0,Green,0.5,Colombia,2020-04-15 00:00:00,2020-04-26 00:00:00,0.0,GLOFAS,COL,3.0,600.0,FL 1100434,-75.8198226,5.5989424
1701,Green Flood in Canada from: 25 Apr 2020 00 to: 25 Apr 2020 00.,Green,1.0,Green,0.5,Canada,2020-04-25 00:00:00,2020-04-25 00:00:00,0.0,GLOFAS,CAN,0.0,200.0,FL 1100444,-111.636407,57.184999
