description,alertlevel,alertscore,episodealertscore,country,fromdate,todate,severity (ha),iso3,GDACS ID,People affected,Duration (days),longitude,latitude
Green Forest fires in Russian Federation from: 22 May 2024 to: 30 May 2024.,Green,1.0,0.5,Russian Federation,2024-05-22,2024-05-30,6893.0,RUS,WF 1019791,0.0,8.0,110.63809584768563,53.98041510284104
Green Forest fires in Guatemala from: 15 May 2024 to: 29 May 2024.,Green,1.0,0.5,Guatemala,2024-05-15,2024-05-29,1431.0,GTM,WF 1019794,51.0,14.0,-89.59791105795914,15.678952785091854
Green Forest fires in United States from: 19 May 2024 to: 29 May 2024.,Green,1.0,0.5,United States,2024-05-19,2024-05-29,6187.0,USA,WF 1019789,21.0,10.0,-105.76163213600766,33.45022726122802
Green Forest fires in Mexico from: 16 May 2024 to: 29 May 2024.,Green,1.0,0.5,Mexico,2024-05-16,2024-05-29,8738.0,MEX,WF 1019783,30.0,13.0,-92.51139586227787,15.896721057557963
Green Forest fires in Nicaragua from: 18 May 2024 to: 28 May 2024.,Green,1.0,0.5,Nicaragua,2024-05-18,2024-05-28,6033.0,NIC,WF 1019792,0.0,10.0,-83.84680779905109,13.745965287294487
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 15 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-15,23052.0,RUS,WF 1020014,0.0,18.0,130.52149967349135,51.639538611757324
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 14 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-14,16523.0,RUS,WF 1020019,0.0,19.0,120.06120880951393,59.50362320165693
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 14 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-14,16969.0,RUS,WF 1020034,0.0,15.0,128.24702411809355,52.374180186127795
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 14 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-14,9496.0,RUS,WF 1020084,0.0,17.0,132.0009263553257,59.4042668070885
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 14 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-14,32626.0,RUS,WF 1019985,233.0,18.0,129.7793107434573,53.389442646790755
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-13,17106.0,RUS,WF 1020083,8.0,15.0,129.04920311315797,52.92530161130725
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-13,30222.0,RUS,WF 1020033,2.0,14.0,129.51560970601875,52.72775978809438
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-13,18519.0,RUS,WF 1020051,0.0,14.0,116.76515110435994,54.54142268086889
Green Forest fires in Russian Federation from: 30 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-30,2024-07-13,11087.0,RUS,WF 1020070,0.0,13.0,117.13457995088585,54.59835251113503
Green Forest fires in Russian Federation from: 30 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-30,2024-07-13,7132.0,RUS,WF 1020149,20.0,13.0,126.69046567938263,54.472791012338945
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-13,7749.0,RUS,WF 1020171,0.0,14.0,121.45688933819297,59.322145542637394
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-13,10861.0,RUS,WF 1020099,0.0,18.0,128.63445036557684,56.649256327331074
Green Forest fires in Russian Federation from: 30 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-30,2024-07-13,16434.0,RUS,WF 1020107,0.0,13.0,129.44816065219982,57.467291440859626
Green Forest fires in Canada from: 26 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Canada,2024-06-26,2024-07-13,45763.0,CAN,WF 1020112,0.0,17.0,-121.40749366895925,59.68001076515224
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-13,24269.0,RUS,WF 1020125,0.0,14.0,121.45704080047703,59.08620190495938
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-13,6006.0,RUS,WF 1020126,10.0,15.0,128.88643535431999,55.15624825761713
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-13,8964.0,RUS,WF 1020128,0.0,17.0,127.29412522323132,55.98863114282826
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-13,10696.0,RUS,WF 1020130,0.0,18.0,128.68380129483927,56.76262277303626
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-13,15251.0,RUS,WF 1020036,0.0,15.0,130.16321350956298,52.68250551464521
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-13,23211.0,RUS,WF 1020016,0.0,17.0,115.75483090348374,55.403281711578586
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-13,28817.0,RUS,WF 1020013,0.0,16.0,129.98186627271605,52.16845789768876
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-13,24268.0,RUS,WF 1019995,0.0,15.0,130.18452024627888,52.527082164886906
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-13,51586.0,RUS,WF 1019998,0.0,16.0,128.49147024165273,53.52269230382657
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-13,65626.0,RUS,WF 1020001,1.0,17.0,128.35718363185703,55.0168990100119
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-13,18408.0,RUS,WF 1020002,0.0,18.0,120.76650797480856,59.392747737700354
Green Forest fires in Russian Federation from: 23 Jun 2024 to: 13 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-23,2024-07-13,13867.0,RUS,WF 1020005,0.0,20.0,127.30396816182753,53.947553992718184
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-12,27567.0,RUS,WF 1020003,1.0,17.0,124.48601795507793,55.82969582264374
Green Forest fires in Russian Federation from: 23 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-23,2024-07-12,16466.0,RUS,WF 1019990,0.0,19.0,121.1644186138125,54.56353324909173
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-12,9120.0,RUS,WF 1020035,0.0,14.0,121.33712607535202,54.27256032488742
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-12,6794.0,RUS,WF 1020040,0.0,16.0,126.30083022176271,53.92094888980903
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-12,7895.0,RUS,WF 1020129,0.0,17.0,126.38814886206953,55.87478862272591
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-12,7882.0,RUS,WF 1020111,0.0,15.0,119.02529887247044,53.8963311501788
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-12,6855.0,RUS,WF 1020172,0.0,14.0,121.0754648384845,59.63663225583733
Green Forest fires in Russian Federation from: 23 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-23,2024-07-12,8607.0,RUS,WF 1020061,0.0,19.0,120.417139095566,53.99075880934088
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-12,7931.0,RUS,WF 1020050,0.0,13.0,120.01543411728619,56.00841573781251
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-12,7631.0,RUS,WF 1020082,0.0,13.0,119.88533552764065,54.26981860001897
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-12,14504.0,RUS,WF 1020085,0.0,16.0,125.19591571357294,55.64877018883879
Green Forest fires in Russian Federation from: 29 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-29,2024-07-12,7728.0,RUS,WF 1020072,0.0,13.0,121.72450741878956,54.56624609692052
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 12 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-12,23758.0,RUS,WF 1019977,0.0,14.0,128.29006452558409,53.48887156398273
Green Forest fires in Australia from: 29 Jun 2024 to: 11 Jul 2024.,Green,1.0,0.5,Australia,2024-06-29,2024-07-11,6526.0,AUS,WF 1020053,0.0,12.0,132.3453046338647,-12.270419305587328
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 11 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-11,6769.0,RUS,WF 1020151,0.0,15.0,119.74739876649707,59.44264485047851
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 11 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-11,6139.0,RUS,WF 1020114,0.0,16.0,117.09025373216552,55.95106526016102
Green Forest fires in Canada from: 26 Jun 2024 to: 11 Jul 2024.,Green,1.0,0.5,Canada,2024-06-26,2024-07-11,5687.0,CAN,WF 1020041,0.0,15.0,-117.13349809274897,60.058554583872045
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-10,6272.0,RUS,WF 1020038,0.0,13.0,117.95184564789501,56.51191321974744
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-10,21717.0,RUS,WF 1020015,0.0,13.0,118.06312666188254,56.678216960817224
Green Forest fires in Canada from: 26 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Canada,2024-06-26,2024-07-10,45021.0,CAN,WF 1020000,0.0,14.0,-121.19695826581558,58.97743447771877
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-10,5316.0,RUS,WF 1020127,0.0,13.0,120.00430614028501,53.59041202040782
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-10,16105.0,RUS,WF 1020113,0.0,15.0,119.99769900074111,60.76781604552145
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-10,8647.0,RUS,WF 1020108,0.0,12.0,116.96007410132529,53.42755403851101
Green Forest fires in Russian Federation from: 28 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-28,2024-07-10,8699.0,RUS,WF 1020109,0.0,12.0,118.57152370151614,52.17957988534452
Green Forest fires in Canada from: 28 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Canada,2024-06-28,2024-07-10,7581.0,CAN,WF 1020110,0.0,12.0,-121.12139536805329,59.411013487692344
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-10,10527.0,RUS,WF 1020152,0.0,15.0,119.63305707445996,59.66519441918694
Green Forest fires in Canada from: 28 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Canada,2024-06-28,2024-07-10,11298.0,CAN,WF 1020150,0.0,12.0,-121.64733676348007,59.49203522273083
Green Forest fires in Russian Federation from: 30 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-30,2024-07-10,5971.0,RUS,WF 1020148,0.0,10.0,116.47943882857778,53.1010755716731
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 10 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-10,9198.0,RUS,WF 1020076,0.0,14.0,115.2201340280861,54.1496010003675
Green Forest fires in Russian Federation from: 24 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-24,2024-07-09,5797.0,RUS,WF 1020087,0.0,15.0,119.10232218705573,54.71016750155751
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-09,10721.0,RUS,WF 1020055,0.0,12.0,118.11597189936197,55.663564979939096
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-09,8443.0,RUS,WF 1020115,0.0,14.0,119.5527642004378,53.05398627090592
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-09,6893.0,RUS,WF 1020017,0.0,14.0,120.44864089144805,54.7331918220385
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-09,15345.0,RUS,WF 1020021,0.0,14.0,118.4438591736831,55.54929438281145
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-09,14915.0,RUS,WF 1020039,0.0,12.0,118.78886593504636,55.62632333915384
Green Forest fires in Russian Federation from: 25 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-25,2024-07-09,7963.0,RUS,WF 1020045,0.0,14.0,120.14854152989288,53.33983570109817
Green Forest fires in Russian Federation from: 26 Jun 2024 to: 09 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-26,2024-07-09,36320.0,RUS,WF 1019999,0.0,13.0,128.3295092137956,55.051828179619775
Green Forest fires in Russian Federation from: 23 Jun 2024 to: 08 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-23,2024-07-08,12484.0,RUS,WF 1020046,0.0,15.0,127.38313237449643,54.865461547104566
Green Forest fires in Russian Federation from: 23 Jun 2024 to: 08 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-23,2024-07-08,21439.0,RUS,WF 1020025,0.0,15.0,129.55555036138642,51.82059602489095
Green Forest fires in Russian Federation from: 24 Jun 2024 to: 08 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-24,2024-07-08,5090.0,RUS,WF 1020131,0.0,14.0,117.82195746105154,59.73251332431367
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 08 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-08,6526.0,RUS,WF 1020075,0.0,11.0,129.61050882742094,51.70967247220398
Green Forest fires in Russian Federation from: 27 Jun 2024 to: 08 Jul 2024.,Green,1.0,0.5,Russian Federation,2024-06-27,2024-07-08,41083.0,RUS,WF 1019979,0.0,11.0,130.31818024142885,54.78872144703069
Green Forest fires in Bolivia from: 25 Jun 2024 to: 08 Jul 2024.,Green,1.0,0.5,Bolivia,2024-06-25,2024-07-08,20773.0,BOL,WF 1019967,19.0,13.0,-60.54328611002339,-15.948513861500274
Green Forest fires in Angola from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Angola,2024-07-31,2024-08-12,5199.0,AGO,WF 1021140,0.0,12.0,20.754010867306828,-16.594018327899924
Green Forest fires in Canada from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Canada,2024-07-31,2024-08-12,6480.0,CAN,WF 1021144,0.0,12.0,-104.45537225365817,56.58592122459201
Green Forest fires in Angola from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Angola,2024-07-31,2024-08-12,7751.0,AGO,WF 1021148,0.0,12.0,18.889406758008388,-10.401713232511995
Green Forest fires in Canada from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Canada,2024-07-31,2024-08-12,6799.0,CAN,WF 1021146,0.0,12.0,-105.36226057326733,55.742828226097046
Green Forest fires in Angola from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Angola,2024-07-31,2024-08-12,9732.0,AGO,WF 1021153,0.0,12.0,16.42237179218169,-10.67595824882352
Green Forest fires in Brazil from: 30 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-30,2024-08-12,8395.0,BRA,WF 1021170,48.0,13.0,-55.295419946036226,-6.610764090867887
Green Forest fires in Brazil from: 28 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-28,2024-08-12,7255.0,BRA,WF 1021185,0.0,15.0,-57.19663523662689,-17.711270072097843
Green Forest fires in Canada from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Canada,2024-07-31,2024-08-12,89512.0,CAN,WF 1021156,0.0,12.0,-118.07966757849614,60.83265812578328
Green Forest fires in Canada from: 30 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Canada,2024-07-30,2024-08-12,5010.0,CAN,WF 1021157,0.0,13.0,-104.16055142118395,55.78521811572436
Green Forest fires in Brazil from: 29 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-29,2024-08-12,11520.0,BRA,WF 1021181,70.0,14.0,-56.599330532242455,-6.917258665995978
Green Forest fires in Namibia from: 30 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Namibia,2024-07-30,2024-08-12,17453.0,NAM,WF 1020891,0.0,13.0,20.557731847590205,-18.717810460556716
Green Forest fires in Canada from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Canada,2024-07-31,2024-08-12,16200.0,CAN,WF 1020632,0.0,12.0,-102.62385322196067,56.17411284167004
Green Forest fires in Bolivia from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Bolivia,2024-07-31,2024-08-12,7785.0,BOL,WF 1020627,38.0,12.0,-61.91947783754279,-16.0390239664606
Green Forest fires in Russian Federation from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Russian Federation,2024-07-31,2024-08-12,25727.0,RUS,WF 1020676,0.0,12.0,124.19867749583203,63.57907052060148
Green Forest fires in Canada from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Canada,2024-07-31,2024-08-12,9595.0,CAN,WF 1020734,0.0,12.0,-104.64041236626448,55.91358228735449
Green Forest fires in Russian Federation from: 31 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Russian Federation,2024-07-31,2024-08-12,13526.0,RUS,WF 1020762,0.0,12.0,117.53066277181014,60.56520563530449
Green Forest fires in Brazil from: 29 Jul 2024 to: 12 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-29,2024-08-12,18830.0,BRA,WF 1020766,18.0,14.0,-55.79086064276825,-7.025701870918593
Green Forest fires in Australia from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Australia,2024-07-30,2024-08-11,47722.0,AUS,WF 1020594,0.0,12.0,134.8872509326,-20.25635869789068
Green Forest fires in Brazil from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-31,2024-08-11,13696.0,BRA,WF 1020764,0.0,11.0,-58.51162215165264,-13.813989857212993
Green Forest fires in Brazil from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-31,2024-08-11,9488.0,BRA,WF 1020765,3.0,11.0,-59.24780588600596,-14.701530292453953
Green Forest fires in The Democratic Republic of Congo from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-29,2024-08-11,11413.0,COD,WF 1020809,4638.0,13.0,27.388249536629868,-3.6356476362389345
Green Forest fires in Angola from: 28 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Angola,2024-07-28,2024-08-11,7019.0,AGO,WF 1020810,1036.0,14.0,16.192536049002065,-6.193932279765447
Green Forest fires in Zimbabwe from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Zimbabwe,2024-07-30,2024-08-11,7792.0,ZWE,WF 1020744,190.0,12.0,32.75229957687659,-18.366354229980143
Green Forest fires in The Democratic Republic of Congo from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-29,2024-08-11,8855.0,COD,WF 1020678,1460.0,13.0,19.595417074348045,-6.1352856001013
Green Forest fires in Zambia from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Zambia,2024-07-29,2024-08-11,9629.0,ZMB,WF 1020642,0.0,13.0,24.41599309806726,-14.225663086988149
Green Forest fires in Bolivia from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Bolivia,2024-07-30,2024-08-11,18580.0,BOL,WF 1020622,24.0,12.0,-65.58099113570533,-13.122497691900062
Green Forest fires in The Democratic Republic of Congo from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-31,2024-08-11,9891.0,COD,WF 1020886,425.0,11.0,24.9074817121057,-6.620625812221262
Green Forest fires in Angola from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Angola,2024-07-31,2024-08-11,14421.0,AGO,WF 1020887,50.0,11.0,21.146935843143645,-9.910558388462215
Green Forest fires in Zambia from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Zambia,2024-07-31,2024-08-11,41414.0,ZMB,WF 1020888,2663.0,11.0,29.51662906093465,-10.35783034307092
Green Forest fires in Australia from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Australia,2024-07-30,2024-08-11,6904.0,AUS,WF 1020889,0.0,12.0,142.48134137790433,-15.095214216230033
Green Forest fires in Zambia from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Zambia,2024-07-30,2024-08-11,13858.0,ZMB,WF 1020890,1260.0,12.0,29.139000698050772,-10.211875007927764
Green Forest fires in The Democratic Republic of Congo from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-30,2024-08-11,22228.0,COD,WF 1020872,5956.0,12.0,19.22646100798199,-4.1379741502827185
Green Forest fires in Zambia from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Zambia,2024-07-31,2024-08-11,29214.0,ZMB,WF 1020876,885.0,11.0,29.023183224178805,-11.763820246208454
Green Forest fires in Mozambique from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Mozambique,2024-07-31,2024-08-11,7205.0,MOZ,WF 1020881,1153.0,11.0,39.12209134007034,-14.102324164008685
Green Forest fires in Angola from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Angola,2024-07-31,2024-08-11,14581.0,AGO,WF 1020883,0.0,11.0,21.00060642746528,-17.133638583076216
Green Forest fires in The Democratic Republic of Congo from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-31,2024-08-11,7578.0,COD,WF 1020807,2039.0,11.0,20.997145331272744,-6.411692144832619
Green Forest fires in Russian Federation from: 31 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Russian Federation,2024-07-31,2024-08-11,7616.0,RUS,WF 1020831,0.0,11.0,107.93998085911015,62.09393190451293
Green Forest fires in The Democratic Republic of Congo from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-29,2024-08-11,22505.0,COD,WF 1020902,957.0,13.0,17.710941851887547,-7.006931696391086
Green Forest fires in The Democratic Republic of Congo from: 28 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-28,2024-08-11,27843.0,COD,WF 1020909,12919.0,14.0,17.9652990636134,-7.275563253120336
Green Forest fires in Angola from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Angola,2024-07-29,2024-08-11,36381.0,AGO,WF 1021182,5004.0,13.0,15.878641864180286,-14.02958995107352
Green Forest fires in The Democratic Republic of Congo from: 28 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-28,2024-08-11,5473.0,COD,WF 1021183,63.0,14.0,21.925922969338583,-5.289321932980483
Green Forest fires in The Democratic Republic of Congo from: 28 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-28,2024-08-11,5799.0,COD,WF 1021184,912.0,14.0,19.2113892081432,-4.0383780087127
Green Forest fires in Angola from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Angola,2024-07-30,2024-08-11,6658.0,AGO,WF 1021168,522.0,12.0,17.7427820455842,-10.936037729984431
Green Forest fires in The Democratic Republic of Congo from: 30 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-30,2024-08-11,7493.0,COD,WF 1021169,1821.0,12.0,17.993275504451873,-5.016996909594721
Green Forest fires in The Democratic Republic of Congo from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-29,2024-08-11,5264.0,COD,WF 1021172,392.0,13.0,21.3416448107644,-4.945896231616165
Green Forest fires in The Democratic Republic of Congo from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-29,2024-08-11,5325.0,COD,WF 1021173,1789.0,13.0,20.052396267824186,-5.327335694428482
Green Forest fires in Brazil from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-29,2024-08-11,5387.0,BRA,WF 1021174,2.0,13.0,-58.319398025071976,-6.365549116670098
Green Forest fires in Brazil from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Brazil,2024-07-29,2024-08-11,5420.0,BRA,WF 1021175,0.0,13.0,-60.92069876110295,-9.181896352976896
Green Forest fires in Canada from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Canada,2024-07-29,2024-08-11,5464.0,CAN,WF 1021176,0.0,13.0,-123.23852287034049,59.502777961626876
Green Forest fires in The Democratic Republic of Congo from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,The Democratic Republic of Congo,2024-07-29,2024-08-11,5889.0,COD,WF 1021177,1179.0,13.0,18.96499768586349,-4.9878041717608825
Green Forest fires in Angola from: 29 Jul 2024 to: 11 Aug 2024.,Green,1.0,0.5,Angola,2024-07-29,2024-08-11,6241.0,AGO,WF 1021178,598.0,13.0,15.971581115979303,-13.726619815106737
