name,epoch,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,altitude_km,orbit_type
STARLINK-33975,2026-04-02 20:51:25.374816,42.9997,275.6629,0.000163,274.7691,85.2975,15.27608727,490.10007841517563,LEO
STARLINK-33951,2026-04-02 20:58:49.593504,43.0013,275.7023,0.0001524,272.1989,87.8688,15.27606382,490.1070999776912,LEO
STARLINK-33909,2026-04-02 21:47:36.746880,43.0027,36.1967,0.0001183,233.1937,126.8806,15.27619632,490.0674261397853,LEO
STARLINK-34029,2026-04-02 13:49:26.403456,43.005,38.0012,4.53e-05,260.6853,99.3948,15.27577979,490.19214764737535,LEO
STARLINK-34102,2026-04-02 21:38:21.692544,43.0047,36.1467,0.0001023,232.5813,127.4946,15.27616114,490.0779598621075,LEO
STARLINK-34109,2026-04-02 12:46:31.611648,43.0004,37.6718,1.78e-05,134.3026,225.7841,15.27590688,490.15409250926314,LEO
STARLINK-34091,2026-04-02 21:14:18.298464,43.0032,36.0228,0.0001468,269.9906,90.0777,15.27613266,490.08648747590996,LEO
STARLINK-34095,2026-04-02 06:04:12.215424,43.0048,39.8825,0.0001755,264.7223,95.3428,15.2761965,490.0673722436404,LEO
STARLINK-34127,2026-04-02 20:48:24.079968,42.9997,35.8865,3.77e-05,245.1963,114.885,15.27615475,490.07987318326377,LEO
STARLINK-34110,2026-04-02 22:00:01.999584,42.9962,24.3304,0.0024549,200.1689,70.5382,15.62885015,386.4652839197506,LEO
STARLINK-34101,2026-04-02 20:18:47.659680,43.0014,35.7259,0.0001006,271.4263,88.6473,15.27625278,490.0505207677206,LEO
STARLINK-34065,2026-04-02 12:34:15.220992,43.0027,34.1008,9.57e-05,298.2452,61.8303,15.27605872,490.1086270576325,LEO
STARLINK-34057,2026-04-02 20:29:53.834784,42.9968,35.7838,5.87e-05,264.4225,95.6559,15.27626932,490.04556834582036,LEO
STARLINK-34060,2026-04-02 12:40:58.531008,43.0008,37.6433,8.39e-05,350.1343,9.9492,15.27608165,490.10176119312746,LEO
STARLINK-34048,2026-04-02 21:36:30.443904,43.0041,36.1349,0.000113,228.417,131.6585,15.27619371,490.0682076339981,LEO
STARLINK-33959,2026-04-02 20:15:05.711040,43.0023,35.7118,9.4e-05,271.0226,89.0518,15.27626612,490.0465264920449,LEO
STARLINK-34058,2026-04-02 20:24:20.411136,43.0001,35.7598,6.47e-05,221.7884,138.2918,15.27640964,490.00355396282885,LEO
STARLINK-34055,2026-04-02 21:30:57.084192,43.0046,36.0844,0.0001411,257.1278,102.9416,15.27614794,490.0819122640869,LEO
STARLINK-33794,2026-04-02 21:21:42.696000,43.004,36.0614,0.0001247,261.6115,98.4595,15.27632461,490.02901342841324,LEO
STARLINK-34047,2026-04-02 21:16:09.098688,43.004,36.0311,0.0001658,266.9278,93.1384,15.27621774,490.06101250603024,LEO
STARLINK-34094,2026-04-02 19:57:29.356128,43.0034,32.9893,0.000128,271.743,88.3275,15.27637751,490.0131742176645,LEO
STARLINK-34043,2026-04-02 02:45:16.102944,43.0054,36.2037,0.0001695,271.0033,89.0624,15.2761061,490.0944402182786,LEO
STARLINK-34025,2026-04-02 20:22:29.567712,43.0,35.7445,7.33e-05,250.3271,109.7502,15.2764588,489.98883470884357,LEO
STARLINK-33874,2026-04-02 13:17:58.725888,43.002,37.8344,0.0001878,247.0758,112.9896,15.2756297,490.23709045991654,LEO
STARLINK-33781,2026-04-02 13:43:52.498560,43.0051,37.9673,0.0002464,253.7984,106.2597,15.27612721,490.08811934322875,LEO
STARLINK-33891,2026-04-02 20:09:45.134208,43.0028,36.5374,0.0001178,278.6375,81.4343,15.27623166,490.0568445503932,LEO
STARLINK-33903,2026-04-02 21:01:20.663040,42.9995,35.9448,0.0002167,275.3087,84.7518,15.27618227,490.0716330365458,LEO
STARLINK-33889,2026-04-02 04:59:26.442816,43.0007,39.5391,0.0001507,261.3548,98.7133,15.27610716,490.09412282676203,LEO
STARLINK-33984,2026-04-02 20:52:06.137472,43.0016,35.8929,0.000154,268.1082,91.9594,15.27585756,490.1688605590625,LEO
STARLINK-33940,2026-04-02 21:06:54.303552,43.0038,35.9819,0.0001489,259.8675,100.2009,15.27607942,490.1024289149127,LEO
STARLINK-33978,2026-04-02 20:44:41.949888,43.0003,35.8662,0.0001469,275.9513,84.1171,15.27605032,490.11114224997436,LEO
HERMES-4,2026-04-02 23:11:21.162624,97.397,347.3033,0.0004806,105.4215,254.7556,15.27781027,489.5842148875554,LEO
HERMES-5,2026-04-01 22:44:31.286112,97.4064,346.9417,0.0006278,66.8902,293.2998,15.26938252,492.10839341147675,LEO
HERMES-3,2026-04-01 22:50:00.077856,97.3961,347.5412,0.0007426,53.1508,307.0414,15.31045232,479.82952012995975,LEO
STARLINK-34018,2026-04-02 21:38:38.339232,43.0034,301.2977,0.0001767,275.2023,84.8627,15.27609051,490.0991082731962,LEO
STARLINK-34053,2026-04-02 07:27:32.536800,43.004,304.5963,0.0001804,277.8478,82.2169,15.27591593,490.1513826466298,LEO
STARLINK-34042,2026-04-02 20:43:49.398816,43.0006,297.5403,0.0001718,273.7191,86.3464,15.27607154,490.104788399477,LEO
STARLINK-34040,2026-04-02 21:16:26.226624,43.0026,301.1785,8.52e-05,277.475,82.6005,15.27616184,490.07775026519175,LEO
STARLINK-33990,2026-04-02 21:20:07.735488,43.0026,301.1838,0.0001609,266.6119,93.4549,15.27615153,490.0808373299551,LEO
STARLINK-34056,2026-04-02 22:00:01.999584,43.0026,301.3012,0.0001526,264.2653,142.2505,15.27530573,490.3341022497207,LEO
STARLINK-34026,2026-04-02 21:49:44.291424,43.0029,301.357,0.000212,280.3438,79.7175,15.27615855,490.0787353708356,LEO
STARLINK-33777,2026-04-02 22:30:13.660704,43.0,300.6958,0.0001658,274.4313,85.6349,15.27632485,490.0289415678935,LEO
STARLINK-34041,2026-04-02 21:57:08.220672,43.0015,301.3937,0.0001739,261.9317,98.1338,15.2761466,490.0823134930906,LEO
STARLINK-34011,2026-04-02 20:34:05.456640,43.0,301.8224,0.0001065,271.7932,88.2797,15.27608904,490.09954843016203,LEO
STARLINK-34044,2026-04-02 22:32:06.858528,42.9986,300.7096,0.0001642,270.737,89.3294,15.27612528,490.0886972340895,LEO
STARLINK-34037,2026-04-02 21:12:44.234784,43.0024,301.1564,9.71e-05,277.1051,82.969,15.27618323,490.07134559001497,LEO
STARLINK-34010,2026-04-02 21:21:58.538304,43.003,301.2027,0.0001712,269.3151,90.7505,15.27627176,490.0448377595494,LEO
STARLINK-34009,2026-04-02 21:50:26.278368,43.0009,297.8892,0.0001754,275.9841,84.0811,15.27624328,490.05336527043437,LEO
STARLINK-33958,2026-04-02 21:58:59.564352,43.0015,301.4029,0.0001547,270.1622,89.9052,15.2761248,490.08884095826124,LEO
STARLINK-33776,2026-04-02 21:03:28.888416,43.0011,301.1035,0.0001446,269.7577,90.3109,15.2761718,490.0747680022396,LEO
STARLINK-34032,2026-04-02 22:41:19.582656,42.9998,300.7376,0.0001767,271.1085,88.9564,15.27637142,490.01499766846155,LEO
STARLINK-34015,2026-04-02 22:02:41.196768,43.002,301.3999,0.0002053,276.3605,83.7013,15.27609157,490.0987908811403,LEO
STARLINK-33969,2026-04-02 21:18:16.490304,43.0025,301.165,0.000138,267.951,92.1184,15.27580745,490.18386524254674,LEO
STARLINK-34002,2026-04-02 21:31:13.951200,43.0033,301.2348,0.0001421,264.5622,95.5067,15.27617695,490.0732259699553,LEO
STARLINK-33999,2026-04-02 21:10:52.213728,43.0026,301.1094,0.0001175,290.1801,69.8924,15.27623623,490.0554761927742,LEO
STARLINK-33976,2026-04-02 21:23:48.936768,43.0022,301.1788,4.92e-05,301.031,59.0493,15.27637189,490.0148569423309,LEO
STARLINK-33821,2026-04-02 20:10:01.207200,43.0017,301.6454,0.0001739,262.1522,97.9133,15.27607853,490.1026954048184,LEO
STARLINK-33888,2026-04-02 21:33:04.733280,43.003,301.2405,0.0001885,264.0709,95.9928,15.27614858,490.0817206323445,LEO
STARLINK-33896,2026-04-02 21:40:28.601184,43.0034,301.2769,0.0002611,238.0039,122.0559,15.27624062,490.05416173172216,LEO
STARLINK-33878,2026-04-02 21:42:18.401760,43.0037,301.2618,0.0002159,279.2362,80.8245,15.27594676,490.14215116781816,LEO
STARLINK-33954,2026-04-02 21:53:26.284128,43.0004,301.3468,0.0001264,259.5284,100.5425,15.27616761,490.0760225883687,LEO
STARLINK-33863,2026-04-02 11:48:58.243392,70.0029,174.6477,0.0003326,269.8608,90.217,14.98343658,579.1506550269032,LEO
STARLINK-33897,2026-04-02 09:30:45.580032,70.0022,174.7088,0.0003943,271.2612,88.8095,14.98341407,579.157615961678,LEO
STARLINK-34022,2026-04-02 22:38:06.219456,70.0013,173.4027,0.0003433,268.7381,91.3384,14.9834593,579.1436291699401,LEO
STARLINK-33979,2026-04-02 22:25:50.543328,70.0014,173.3775,0.0003729,272.2812,87.792,14.98348746,579.1349210901753,LEO
STARLINK-34007,2026-04-02 13:19:05.696256,70.0035,174.4604,0.0002942,269.0493,91.0328,14.9834063,579.160018740633,LEO
STARLINK-34006,2026-04-02 12:19:13.353600,70.002,174.3128,0.0003331,269.9534,90.1243,14.9834371,579.1504942236397,LEO
STARLINK-33986,2026-04-02 22:00:01.999584,70.0017,173.3426,0.000349,270.4343,59.5583,14.9832329,579.2136411433439,LEO
STARLINK-34013,2026-04-02 09:00:42.390432,70.0027,174.6383,0.0003776,268.2255,91.8472,14.98341731,579.156614031298,LEO
STARLINK-34059,2026-04-02 22:49:53.198688,70.0019,173.4367,0.0003962,270.9772,89.0933,14.98351071,579.1277313786841,LEO
STARLINK-33987,2026-04-02 22:01:49.969344,70.0021,173.3178,0.0003557,275.8155,84.2599,14.98332367,579.1855712018069,LEO
STARLINK-34052,2026-04-02 22:43:52.426848,70.002,173.4188,0.0004049,275.0039,85.0658,14.98351093,579.1276633470943,LEO
STARLINK-34023,2026-04-02 12:18:59.410368,70.0026,174.3121,0.0003443,269.5198,90.5566,14.98333559,579.181885052285,LEO
STARLINK-34061,2026-04-02 15:01:28.519392,70.0017,174.3032,0.0003712,268.4576,91.6158,14.98342868,579.1530980006937,LEO
STARLINK-33778,2026-04-02 22:26:05.498304,70.0014,173.372,0.0003959,273.6188,86.4518,14.98352596,579.1230155565127,LEO
STARLINK-33901,2026-04-02 22:00:01.999584,70.0013,173.5165,0.0003195,270.1651,262.3236,14.98339578,579.1632719272893,LEO
STARLINK-33812,2026-04-02 22:13:49.245024,70.0021,173.3402,0.0003386,270.931,89.1461,14.98347094,579.1400296620704,LEO
STARLINK-33779,2026-04-02 22:37:51.827808,70.0019,173.4084,0.0003762,270.2553,89.8175,14.98347441,579.1389566138059,LEO
STARLINK-33905,2026-04-02 15:13:13.437984,70.0023,173.9335,0.0003401,266.858,93.219,14.98342447,579.1543998901343,LEO
STARLINK-34003,2026-04-02 19:55:00.969312,70.0009,140.1355,0.0002703,274.3358,85.7514,15.42793157,445.00717177513616,LEO
STARLINK-33968,2026-04-02 14:55:28.102656,70.0023,174.2873,0.0003696,272.1583,87.9153,14.98338243,579.1674002637474,LEO
STARLINK-33943,2026-04-02 15:07:12.570240,70.0021,173.9185,0.0003828,268.7795,91.2926,14.98343409,579.1514250272712,LEO
STARLINK-33858,2026-04-02 09:18:58.882464,70.002,174.6734,0.0004604,278.8625,81.2013,14.98236661,579.4815490874571,LEO
STARLINK-33885,2026-04-02 15:19:13.531584,70.0041,173.9457,0.0003061,266.8394,93.2415,14.98359809,579.1007105991275,LEO
STARLINK-33904,2026-04-02 15:13:27.452064,70.0015,173.9296,0.0003822,267.18,92.8922,14.98343658,579.1506550269032,LEO
STARLINK-33981,2026-04-02 22:32:05.347392,70.0023,173.3868,0.0003637,269.8359,90.2384,14.98349576,579.1323544383476,LEO
STARLINK-33738,2026-04-02 22:14:03.246144,70.0022,173.3193,0.0003664,269.5123,90.5616,14.98347143,579.1398781364987,LEO
STARLINK-34116,2026-04-02 20:49:40.400544,43.0009,39.8414,0.0001202,265.2916,94.7798,15.27603445,490.1158941732274,LEO
STARLINK-34123,2026-04-02 13:19:13.290816,43.0038,41.7942,0.0001128,287.0348,73.038,15.27599726,490.12702993487346,LEO
STARLINK-33972,2026-04-02 06:31:10.136640,43.0019,43.1021,0.0001122,259.6942,100.3783,15.27623233,490.0566439377453,LEO
STARLINK-33973,2026-04-02 13:30:08.159616,43.0042,40.9821,0.0001062,269.4945,90.5785,15.27587942,490.1623149375655,LEO
STARLINK-34119,2026-04-02 20:58:55.479072,43.0007,39.891,8.54e-05,254.1815,105.8943,15.27611609,490.09144895442023,LEO
STARLINK-34143,2026-04-02 20:21:55.049184,43.0064,39.6875,0.0004803,279.6317,80.3992,15.27618089,490.07204624098813,LEO
STARLINK-33957,2026-04-02 21:04:28.656480,43.0021,39.9191,0.0001147,261.887,98.1851,15.27605522,490.109675054161,LEO
STARLINK-34120,2026-04-02 13:24:35.130816,43.0039,40.9509,0.0001029,276.666,83.4075,15.27599505,490.1276916742154,LEO
STARLINK-34134,2026-04-02 20:44:07.160928,43.0007,39.8092,0.0001205,253.0616,107.0104,15.27619486,490.06786329743954,LEO
STARLINK-34118,2026-04-02 20:53:22.520256,43.0,39.8599,5.13e-05,250.0132,110.0664,15.27609077,490.09903042231053,LEO
STARLINK-34125,2026-04-02 04:51:27.884448,43.0016,43.4393,0.0001103,277.1107,82.9619,15.27618142,490.0718875465209,LEO
STARLINK-33955,2026-04-02 21:24:36.836064,43.0045,39.1528,0.0001456,262.8377,97.2309,15.27617151,490.0748548351512,LEO
STARLINK-34097,2026-04-02 20:18:13.109184,43.0033,39.668,7.15e-05,237.4536,122.6247,15.27617255,490.0745434343771,LEO
STARLINK-34092,2026-04-02 21:00:46.562688,42.9975,39.8973,2.34e-05,236.6436,123.4393,15.27632516,490.0288487480575,LEO
STARLINK-34114,2026-04-02 21:11:52.759392,43.0008,39.9551,0.0001068,264.8611,95.2119,15.2760119,490.12264629004767,LEO
STARLINK-33770,2026-04-02 21:37:34.150944,43.0046,39.2209,0.0001335,271.4218,88.648,15.27606078,490.10801023700424,LEO
STARLINK-34106,2026-04-02 21:32:00.957984,43.0034,39.1907,4.22e-05,51.882,308.207,15.27651407,489.9722861219161,LEO
STARLINK-34083,2026-04-02 21:06:19.658016,43.0014,39.9277,4.58e-05,266.0128,94.0671,15.27613354,490.08622398182797,LEO
STARLINK-34066,2026-04-02 20:46:00.172992,43.001,39.8164,0.0001673,267.2452,92.8208,15.27598852,490.12964695021674,LEO
STARLINK-34071,2026-04-02 20:55:13.314432,42.9991,39.8662,9.65e-05,270.1886,89.8855,15.2758879,490.1597757436775,LEO
STARLINK-34038,2026-04-02 04:53:18.962016,43.002,43.4463,0.0001477,261.5837,98.4847,15.27611693,490.09119743688734,LEO
STARLINK-34031,2026-04-02 06:33:00.945504,43.0014,43.1077,0.0001262,257.2586,102.8125,15.27624814,490.05191008236125,LEO
STARLINK-34070,2026-04-02 06:21:54.884448,43.0027,43.0466,0.000147,271.953,88.1153,15.27612423,490.0890116307237,LEO
STARLINK-34068,2026-04-02 20:14:30.999840,43.0022,39.6469,3.65e-05,281.983,78.0981,15.27621697,490.06124306123274,LEO
STARLINK-34076,2026-04-02 20:23:46.167360,43.0038,39.6922,0.0001739,268.1036,91.9617,15.27613827,490.0848077015726,LEO
STARLINK-33910,2026-04-02 21:26:28.120992,43.0017,39.16,7.41e-05,52.3757,307.7162,15.27631072,490.0331723592044,LEO
STARLINK-34075,2026-04-02 21:43:07.103712,43.0051,39.2464,0.0001726,255.0521,105.014,15.27610646,490.09433242493014,LEO
YAOGAN-40 02A,2026-04-02 21:41:42.122400,85.996,221.6821,0.0001679,86.3332,273.8043,14.12433243,858.1941356157113,LEO
YAOGAN-40 02B,2026-04-02 21:41:58.024320,85.9953,221.6578,0.0002127,93.346,266.7967,14.12435916,858.1850148988942,LEO
YAOGAN-40 02C,2026-04-02 21:41:48.644736,85.9962,220.9273,0.0001716,96.4684,263.6695,14.12434268,858.1906381432727,LEO
TJS-19,2026-04-02 18:27:29.443392,3.4153,316.2517,0.0002046,342.2193,310.7567,1.00273857,35793.15111437698,GEO
STARLINK-34012,2026-04-02 18:02:08.054304,70.0016,213.9095,0.000318,270.2174,89.8621,14.98363058,579.0906636859308,LEO
STARLINK-33956,2026-04-02 20:08:18.011040,70.0024,213.4072,0.0002852,272.1422,87.9411,14.98343191,579.1520991643147,LEO
STARLINK-33997,2026-04-02 15:07:55.789248,70.0027,214.2823,0.000262,275.0317,85.0543,14.98363153,579.0903699170858,LEO
STARLINK-33989,2026-04-02 14:32:04.724736,70.0027,214.2028,0.0003161,272.7833,87.2964,14.9835809,579.1060262936489,LEO
STARLINK-33980,2026-04-02 18:14:10.081824,70.002,213.9392,0.0003294,269.4717,90.6065,14.98346774,579.1410192170333,LEO
STARLINK-33994,2026-04-02 14:26:04.642368,70.0023,214.1878,0.000294,271.5188,88.5634,14.98344427,579.1482769949835,LEO
STARLINK-33971,2026-04-02 18:08:23.856288,70.0015,213.9245,0.0003206,270.3465,89.7327,14.98346664,579.1413593766338,LEO
STARLINK-33877,2026-04-02 18:38:08.064672,70.0017,213.5836,0.0005862,279.8753,80.1744,14.98796711,577.7500002048755,LEO
STARLINK-33895,2026-04-02 18:50:26.114208,70.0019,213.6232,0.0003182,269.9463,90.1332,14.9834013,579.1615649315345,LEO
STARLINK-34005,2026-04-02 15:02:08.112192,70.0054,214.2683,0.0002734,263.646,96.4387,14.98359342,579.1021547105956,LEO
STARLINK-34027,2026-04-02 10:25:43.401504,70.0016,214.4019,0.0003298,271.5716,88.5066,14.98344694,579.1474513328803,LEO
STARLINK-34035,2026-04-02 14:20:03.934464,70.001,214.1717,0.0003144,267.4921,92.5878,14.98342893,579.153020691363,LEO
STARLINK-33988,2026-04-02 17:50:30.983424,70.0015,213.8772,0.0003301,146.8425,213.2941,14.97246043,582.5469606987181,LEO
STARLINK-34020,2026-04-02 18:44:25.348416,70.004,213.6066,0.0003656,270.3281,89.7459,14.9834525,579.1457319773799,LEO
STARLINK-34021,2026-04-02 18:20:25.102752,70.0016,213.9448,0.0003356,270.7217,89.3558,14.98344185,579.1490253481115,LEO
STARLINK-34004,2026-04-02 14:08:02.788224,70.0024,214.1346,0.000296,273.5955,86.4866,14.98341969,579.1558780456317,LEO
STARLINK-34014,2026-04-02 17:26:05.283456,70.0023,213.8191,0.0002944,269.6668,90.4154,14.98336493,579.1728119500358,LEO
STARLINK-33985,2026-04-02 18:38:26.897280,70.0024,213.5802,0.000157,198.477,161.6333,14.97876127,580.5968101578865,LEO
STARLINK-33996,2026-04-02 14:38:06.134208,70.0016,214.2139,0.0002992,268.059,92.0226,14.98335099,579.1771227522522,LEO
STARLINK-34036,2026-04-02 18:02:22.550496,70.002,213.908,0.0003227,269.4039,90.6751,14.98358283,579.1054294757823,LEO
STARLINK-34039,2026-04-02 22:00:01.999584,70.0019,213.466,0.0003375,272.5416,279.9449,14.98361942,579.0941146991117,LEO
STARLINK-34034,2026-04-02 09:55:34.815360,70.0018,214.734,0.0009943,166.7642,193.378,14.98268679,579.382527546135,LEO
STARLINK-33983,2026-04-02 17:25:52.107456,70.0014,213.8186,0.0002966,281.6888,78.3939,14.99411464,575.8505630075142,LEO
STARLINK-33993,2026-04-02 22:00:01.999584,70.0017,213.2014,0.0003609,273.0987,144.4931,14.98359062,579.1030205593734,LEO
STARLINK-33962,2026-04-02 13:55:47.341920,70.0017,214.1089,0.0003825,262.8975,97.1749,14.98322818,579.2151007756866,LEO
STARLINK-33998,2026-04-02 14:01:47.734464,70.0007,214.1255,0.0003194,271.8233,88.256,14.98343038,579.152572297291,LEO
STARLINK-34159,2026-04-02 21:17:23.958240,43.0021,39.8581,7.21e-05,259.5785,100.4986,15.27608796,490.0998718108358,LEO
STARLINK-34137,2026-04-02 20:51:29.457216,43.002,39.7222,9.92e-05,242.6589,117.4161,15.27616078,490.0780676548138,LEO
STARLINK-33974,2026-04-02 21:28:29.946720,43.0033,39.9161,0.0001141,262.1069,97.9654,15.2760809,490.10198576321636,LEO
STARLINK-34170,2026-04-02 21:22:57.734400,43.004,39.8876,5.89e-05,275.6041,84.4744,15.27620916,490.063581550804,LEO
STARLINK-34187,2026-04-02 21:13:41.721024,43.002,39.8383,0.0001348,268.8281,91.2417,15.27613368,490.0861820623186,LEO
STARLINK-34142,2026-04-02 21:08:08.781216,43.0007,39.8109,4.82e-05,280.821,79.2588,15.27613547,490.08564609148834,LEO
STARLINK-34144,2026-04-02 13:11:49.333920,43.0011,41.6238,3.55e-05,241.1314,118.9502,15.2759671,490.1360607443694,LEO
STARLINK-34099,2026-04-02 21:19:14.666880,43.0025,39.8661,0.0001418,263.8208,96.2482,15.27614752,490.08203802242497,LEO
STARLINK-34107,2026-04-02 13:06:14.330880,43.0004,41.5947,7.43e-05,316.9125,43.1669,15.27641419,490.00219162009944,LEO
STARLINK-34121,2026-04-02 20:47:47.162112,43.001,39.6996,0.00017,272.4949,87.5708,15.27615863,490.0787114168943,LEO
STARLINK-34103,2026-04-02 03:26:31.672032,43.0,43.7304,7.32e-05,264.5201,95.5567,15.2760603,490.1081539621873,LEO
STARLINK-33801,2026-04-02 20:31:08.177664,43.0026,39.6083,9.76e-05,280.1152,79.959,15.27625692,490.04928116430256,LEO
STARLINK-34135,2026-04-02 06:29:16.286496,43.0035,42.962,0.0002293,260.6146,99.4447,15.27604944,490.1114057464483,LEO
STARLINK-34147,2026-04-02 20:25:35.205024,43.0015,39.5787,8.69e-05,293.0064,67.0696,15.27619575,490.06759681091626,LEO
STARLINK-33960,2026-04-02 21:54:11.583648,43.0045,39.1781,0.000132,274.2843,85.7858,15.27587117,490.16478526406445,LEO
STARLINK-34153,2026-04-02 21:44:56.049792,43.0048,39.1299,0.0001674,255.0112,105.0555,15.2761713,490.0749177141579,LEO
STARLINK-33963,2026-04-02 21:50:29.370624,43.0051,39.1583,0.000126,259.2935,100.7775,15.27612099,490.0899817691343,LEO
STARLINK-34112,2026-04-02 21:39:23.274144,43.0043,39.1014,0.0001296,254.8921,105.1787,15.27615141,490.080873260893,LEO
STARLINK-34084,2026-04-02 21:33:50.249664,43.0045,39.0724,3.02e-05,22.153,337.9334,15.27637412,490.01418924184964,LEO
STARLINK-34138,2026-04-02 12:52:09.253344,43.0007,38.0478,0.0001221,262.3312,97.7401,15.2760486,490.11165726583386,LEO
STARLINK-34115,2026-04-02 06:20:43.836864,43.0028,39.4532,0.0001361,265.7449,94.3247,15.27617082,490.07506143760656,LEO
STARLINK-34028,2026-04-02 21:10:41.157120,43.0029,36.3467,0.0001451,267.8361,92.2325,15.27625536,490.0497482611763,LEO
STARLINK-33942,2026-04-02 21:05:08.275200,43.0008,36.3191,0.0002537,285.112,74.9451,15.2762162,490.06147361645344,LEO
STARLINK-34139,2026-04-02 13:08:48.300864,43.0005,38.1356,0.0002046,266.1601,93.9017,15.27596564,490.13649791295757,LEO
STARLINK-34090,2026-04-02 20:54:02.086272,43.0035,36.2618,8.3e-05,263.0806,96.9951,15.27611745,490.091041735569,LEO
STARLINK-34105,2026-04-02 20:50:18.951360,43.0009,36.2389,0.0001035,258.1184,101.9551,15.276529,489.9678158947272,LEO
STARLINK-33642,2026-04-02 12:48:27.179424,42.9997,38.0255,0.0001396,274.7865,85.2827,15.27603883,490.11458267752005,LEO
STARLINK-34045,2026-04-02 12:42:53.348832,42.9998,37.9965,8.55e-05,260.0762,99.9993,15.27628684,490.04032250117325,LEO
SCS-01 A,2026-04-02 17:31:02.164224,97.3712,167.1608,0.0023483,247.0469,112.8289,15.21426337,508.6744557658503,LEO
SCS-01 B,2026-04-02 23:33:17.433792,97.3674,169.9246,0.0010086,197.3242,162.7658,15.34714327,468.9061535788678,LEO
SCS-01 C,2026-04-02 22:12:31.608576,97.3706,167.3409,0.0024222,246.5083,113.3608,15.21555034,508.2865167054424,LEO
SCS-01 D,2026-04-01 18:36:08.544096,97.3713,168.2554,0.0010751,180.5657,179.5573,15.29070219,485.7274687036934,LEO
SCS-01 E,2026-04-02 22:16:39.886752,97.4236,167.7542,0.0002567,270.3895,89.7045,15.19189972,515.4244085478185,LEO
SCS-01 F,2026-04-02 22:13:43.248864,97.3675,167.3749,0.0010364,201.755,158.3247,15.21837333,507.4357574696678,LEO
SCS-01 G,2026-04-02 22:11:18.214368,97.3732,168.9341,0.0012393,204.3954,155.6699,15.25936773,495.1109238118379,LEO
SCS-01 H,2026-04-02 23:00:24.366240,97.3719,169.6531,0.000998,180.8714,179.2512,15.31593409,478.1947558776428,LEO
SCS-01 J,2026-04-02 22:27:51.558624,97.3663,169.2943,0.0010377,182.0449,178.0751,15.29225634,485.2628952939949,LEO
SCS-01 K,2026-04-02 22:09:58.136256,97.3674,167.3797,0.0010636,215.1149,144.9387,15.2185902,507.37041064116966,LEO
SCS-01 L,2026-04-02 15:50:40.715808,97.3703,167.2464,0.0011539,192.4496,167.6457,15.21883321,507.2971892047726,LEO
SCS-01 M,2026-04-01 03:02:34.480608,97.37,167.7407,0.0009513,203.4314,156.6496,15.32924694,474.22867692186173,LEO
STARLINK-33871,2026-04-02 18:22:34.584384,42.9995,222.3138,7.76e-05,267.7998,92.2765,15.27641015,490.00340126064384,LEO
STARLINK-34154,2026-04-02 17:41:53.437920,42.9996,222.1088,0.0001205,284.058,76.0137,15.27595961,490.1383034798491,LEO
STARLINK-34158,2026-04-02 15:56:38.193216,43.0024,222.451,0.0001225,286.1373,73.9343,15.27606436,490.10693828692456,LEO
STARLINK-34165,2026-04-02 15:39:58.652352,42.9993,222.3264,9.37e-05,268.0817,91.9928,15.27623891,490.0546737426721,LEO
STARLINK-34150,2026-04-02 18:11:29.492736,43.0027,222.264,0.0001134,267.8031,92.2691,15.27609269,490.09845552353727,LEO
STARLINK-34169,2026-04-02 15:54:46.653408,43.0038,222.4024,5.91e-05,321.8647,38.2163,15.27626098,490.04806551511774,LEO
STARLINK-34152,2026-04-02 17:38:11.282784,43.0026,222.0835,0.0001237,290.0049,70.0669,15.27585171,490.1706122490741,LEO
STARLINK-33927,2026-04-02 18:35:32.576640,42.9993,222.3833,0.0001103,279.4907,80.582,15.27607861,490.1026714506688,LEO
STARLINK-33898,2026-04-02 15:16:08.501664,42.999,223.0639,0.0001308,274.3354,85.7348,15.27596009,490.1381597530881,LEO
STARLINK-33928,2026-04-02 17:06:43.508448,43.0,221.9145,0.0001324,281.1743,78.896,15.27612164,490.089787142575,LEO
STARLINK-33758,2026-04-02 17:58:32.142432,43.0026,222.1929,0.0001339,265.9102,94.1596,15.2760794,490.10243490344965,LEO
STARLINK-33936,2026-04-02 17:34:28.744896,43.002,222.0616,0.0001539,276.0266,84.041,15.27618528,490.0707317719989,LEO
STARLINK-33931,2026-04-02 15:34:25.068000,43.001,222.2895,0.0001384,289.712,70.3582,15.27616101,490.0779987872511,LEO
STARLINK-33759,2026-04-02 17:23:22.186176,43.0005,221.9999,0.0001882,259.3197,100.7443,15.27582393,490.1789305461298,LEO
STARLINK-34163,2026-04-02 18:05:56.187456,43.003,222.2283,0.0001173,255.4553,104.6169,15.276124,490.0890804985629,LEO
STARLINK-34077,2026-04-02 15:47:24.084960,43.0,222.3575,0.0001956,279.0166,81.0465,15.27603914,490.1144898547873,LEO
STARLINK-34113,2026-04-02 16:42:53.657568,43.0002,222.6566,0.0001933,288.4485,71.6157,15.27636472,490.0170037651542,LEO
STARLINK-34193,2026-04-02 18:15:10.179936,43.0015,222.277,0.0001392,280.1415,79.928,15.27647949,489.9826398308014,LEO
STARLINK-34078,2026-04-02 18:51:59.572224,43.001,221.5976,0.0001614,274.1174,85.9493,15.27598842,490.12967689319885,LEO
